ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/11/693/001	EMEA/H/C/002036	1.5 mg	Capsule, hard	Oral use	blister (PVC/alu)		28 capsules	rivastigmine-actavis	Rivastigmine Actavis	EU/1/11/693	rivastigmine hydrogen tartrate	rivastigmine	N06DA03	Actavis Group PTC ehf	https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-actavis	Authorised
EU/1/11/693/002	EMEA/H/C/002036	1.5 mg	Capsule, hard	Oral use	blister (PVC/alu)		56 capsules	rivastigmine-actavis	Rivastigmine Actavis	EU/1/11/693	rivastigmine hydrogen tartrate	rivastigmine	N06DA03	Actavis Group PTC ehf	https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-actavis	Authorised
EU/1/11/693/003	EMEA/H/C/002036	1.5 mg	Capsule, hard	Oral use	blister (PVC/alu)		112 capsules	rivastigmine-actavis	Rivastigmine Actavis	EU/1/11/693	rivastigmine hydrogen tartrate	rivastigmine	N06DA03	Actavis Group PTC ehf	https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-actavis	Authorised
EU/1/11/693/004	EMEA/H/C/002036	1.5 mg	Capsule, hard	Oral use	bottle (HDPE)		250 capsules	rivastigmine-actavis	Rivastigmine Actavis	EU/1/11/693	rivastigmine hydrogen tartrate	rivastigmine	N06DA03	Actavis Group PTC ehf	https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-actavis	Authorised
EU/1/11/693/005	EMEA/H/C/002036	3 mg	Capsule, hard	Oral use	blister (PVC/alu)		28 capsules	rivastigmine-actavis	Rivastigmine Actavis	EU/1/11/693	rivastigmine hydrogen tartrate	rivastigmine	N06DA03	Actavis Group PTC ehf	https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-actavis	Authorised
EU/1/11/693/006	EMEA/H/C/002036	3 mg	Capsule, hard	Oral use	blister (PVC/alu)		56 capsules	rivastigmine-actavis	Rivastigmine Actavis	EU/1/11/693	rivastigmine hydrogen tartrate	rivastigmine	N06DA03	Actavis Group PTC ehf	https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-actavis	Authorised
EU/1/11/693/007	EMEA/H/C/002036	3 mg	Capsule, hard	Oral use	blister (PVC/alu)		112 capsules	rivastigmine-actavis	Rivastigmine Actavis	EU/1/11/693	rivastigmine hydrogen tartrate	rivastigmine	N06DA03	Actavis Group PTC ehf	https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-actavis	Authorised
EU/1/11/693/008	EMEA/H/C/002036	3 mg	Capsule, hard	Oral use	bottle (HDPE)		250 capsules	rivastigmine-actavis	Rivastigmine Actavis	EU/1/11/693	rivastigmine hydrogen tartrate	rivastigmine	N06DA03	Actavis Group PTC ehf	https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-actavis	Authorised
EU/1/11/693/009	EMEA/H/C/002036	4.5 mg	Capsule, hard	Oral use	blister (PVC/alu)		28 capsules	rivastigmine-actavis	Rivastigmine Actavis	EU/1/11/693	rivastigmine hydrogen tartrate	rivastigmine	N06DA03	Actavis Group PTC ehf	https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-actavis	Authorised
EU/1/11/693/010	EMEA/H/C/002036	4.5 mg	Capsule, hard	Oral use	blister (PVC/alu)		56 capsules	rivastigmine-actavis	Rivastigmine Actavis	EU/1/11/693	rivastigmine hydrogen tartrate	rivastigmine	N06DA03	Actavis Group PTC ehf	https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-actavis	Authorised
EU/1/11/693/011	EMEA/H/C/002036	4.5 mg	Capsule, hard	Oral use	blister (PVC/alu)		112 capsules	rivastigmine-actavis	Rivastigmine Actavis	EU/1/11/693	rivastigmine hydrogen tartrate	rivastigmine	N06DA03	Actavis Group PTC ehf	https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-actavis	Authorised
EU/1/11/693/012	EMEA/H/C/002036	4.5 mg	Capsule, hard	Oral use	bottle (HDPE)		250 capsules	rivastigmine-actavis	Rivastigmine Actavis	EU/1/11/693	rivastigmine hydrogen tartrate	rivastigmine	N06DA03	Actavis Group PTC ehf	https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-actavis	Authorised
