cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
700523	48932	PLENUR 400 MG COMPRIMIDOS DE LIBERACION MODIFICADA	Litio carbonato 400 mg comprimido liberación modificada	400 mg	Frasco	100	comprimido	LITIO CARBONATO 400 mg	VÍA ORAL	COMPRIMIDO DE LIBERACIÓN MODIFICADA	N05AN01 - Litio	FAES FARMA S.A.	0	0	0	0
820845	65389	CLORURO DE LITIO 0,15 mmol/ml SOLUCION INYECTABLE	Litio cloruro 0,15 mmol/ml inyectable 10 ml	0,15 mmol/ml inyectable 10 ml	Ampolla	1	ampolla para inyección	LITIO CLORURO 0.15 mmol	VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE	V04CX - Otros agentes diagnosticos	LIDCO NETHERLANDS B.V.	0	0	0	0
