product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
EU/1/14/988/001	Mysimba	EU/1/14/988/001	26-MAR-15	EMEA/H/C/003687	8 mg/90 mg	Prolonged-release tablet	8 mg/90 mg	PVC/PCTFE/PVC/AL blister, N112	112
EU/1/14/988/002	Mysimba	EU/1/14/988/002	26-MAR-15	EMEA/H/C/003687	8 mg/90 mg	Prolonged-release tablet	8 mg/90 mg	PVC/PCTFE/PVC/AL blister, N28	28
