ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/17/1195/001	EMEA/H/C/004192	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (50 mg/ml)	1 pre-filled syringe	Erelzi
EU/1/17/1195/002	EMEA/H/C/004192	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (50 mg/ml)	2 pre-filled syringes	Erelzi
EU/1/17/1195/003	EMEA/H/C/004192	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (50 mg/ml)	4 pre-filled syringes	Erelzi
EU/1/17/1195/004	EMEA/H/C/004192	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (50 mg/ml)	12 (3 x 4) pre-filled syringes (multipack)	Erelzi
EU/1/17/1195/005	EMEA/H/C/004192	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1.0 ml (50 mg/ml)	1 pre-filled syringe	Erelzi
EU/1/17/1195/006	EMEA/H/C/004192	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1.0 ml (50 mg/ml)	2 pre-filled syringes	Erelzi
EU/1/17/1195/007	EMEA/H/C/004192	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1.0 ml (50 mg/ml)	4 pre-filled syringes	Erelzi
EU/1/17/1195/008	EMEA/H/C/004192	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1.0 ml (50 mg/ml)	12 (3 x 4) pre-filled syringes (multipack)	Erelzi
EU/1/17/1195/009	EMEA/H/C/004192	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe in pre-filled pen (glass)	1.0 ml (50 mg/ml)	1 pre-filled pen	Erelzi
EU/1/17/1195/010	EMEA/H/C/004192	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe in pre-filled pen (glass)	1.0 ml (50 mg/ml)	2 pre-filled pens	Erelzi
EU/1/17/1195/011	EMEA/H/C/004192	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe in pre-filled pen (glass)	1.0 ml (50 mg/ml)	4 pre-filled pens	Erelzi
EU/1/17/1195/012	EMEA/H/C/004192	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe in pre-filled pen (glass)	1.0 ml (50 mg/ml)	12 (3 x 4) pre-filled pens (multipack)	Erelzi
EU/1/17/1195/013	EMEA/H/C/004192	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (50 mg/ml)	8 (2 x 4) pre-filled syringes (multipack)	Erelzi
EU/1/17/1195/014	EMEA/H/C/004192	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (50 mg/ml)	24 (6 x 4) pre-filled syringes (multipack)	Erelzi
