ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/16/1090/001	EMEA/H/C/004064	1 mg	Tablet	Oral use	blister (oPA/alu/PVC/alu)	7 tablets		rasagiline-viatris	Rasagiline Viatris	EU/1/16/1090	rasagiline tartrate	rasagiline	N04BD02	Viatris Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/rasagiline-viatris	Authorised
EU/1/16/1090/002	EMEA/H/C/004064	1 mg	Tablet	Oral use	blister (oPA/alu/PVC/alu)	10 tablets		rasagiline-viatris	Rasagiline Viatris	EU/1/16/1090	rasagiline tartrate	rasagiline	N04BD02	Viatris Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/rasagiline-viatris	Authorised
EU/1/16/1090/003	EMEA/H/C/004064	1 mg	Tablet	Oral use	blister (oPA/alu/PVC/alu)	28 tablets		rasagiline-viatris	Rasagiline Viatris	EU/1/16/1090	rasagiline tartrate	rasagiline	N04BD02	Viatris Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/rasagiline-viatris	Authorised
EU/1/16/1090/004	EMEA/H/C/004064	1 mg	Tablet	Oral use	blister (oPA/alu/PVC/alu)	30 tablets		rasagiline-viatris	Rasagiline Viatris	EU/1/16/1090	rasagiline tartrate	rasagiline	N04BD02	Viatris Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/rasagiline-viatris	Authorised
EU/1/16/1090/005	EMEA/H/C/004064	1 mg	Tablet	Oral use	blister (oPA/alu/PVC/alu)	100 tablets		rasagiline-viatris	Rasagiline Viatris	EU/1/16/1090	rasagiline tartrate	rasagiline	N04BD02	Viatris Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/rasagiline-viatris	Authorised
EU/1/16/1090/006	EMEA/H/C/004064	1 mg	Tablet	Oral use	blister (oPA/alu/PVC/alu)	112 tablets		rasagiline-viatris	Rasagiline Viatris	EU/1/16/1090	rasagiline tartrate	rasagiline	N04BD02	Viatris Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/rasagiline-viatris	Authorised
EU/1/16/1090/007	EMEA/H/C/004064	1 mg	Tablet	Oral use	blister (PVC/PVDC/alu)	7 tablets		rasagiline-viatris	Rasagiline Viatris	EU/1/16/1090	rasagiline tartrate	rasagiline	N04BD02	Viatris Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/rasagiline-viatris	Authorised
EU/1/16/1090/008	EMEA/H/C/004064	1 mg	Tablet	Oral use	blister (PVC/PVDC/alu)	10 tablets		rasagiline-viatris	Rasagiline Viatris	EU/1/16/1090	rasagiline tartrate	rasagiline	N04BD02	Viatris Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/rasagiline-viatris	Authorised
EU/1/16/1090/009	EMEA/H/C/004064	1 mg	Tablet	Oral use	blister (PVC/PVDC/alu)	28 tablets		rasagiline-viatris	Rasagiline Viatris	EU/1/16/1090	rasagiline tartrate	rasagiline	N04BD02	Viatris Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/rasagiline-viatris	Authorised
EU/1/16/1090/010	EMEA/H/C/004064	1 mg	Tablet	Oral use	blister (PVC/PVDC/alu)	30 tablets		rasagiline-viatris	Rasagiline Viatris	EU/1/16/1090	rasagiline tartrate	rasagiline	N04BD02	Viatris Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/rasagiline-viatris	Authorised
