cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
651086	66706	CLIPPER 5 mg COMPRIMIDOS GASTRORRESISTENTES DE LIBERACION PROLONGADA	Beclometasona 5 mg comprimido liberación modificada	5 mg	Blister	30	comprimido	BECLOMETASONA DIPROPIONATO 5 mg	VÍA ORAL	COMPRIMIDO DE LIBERACIÓN PROLONGADA	A07EA07 - Beclometasona	CHIESI ESPAÑA S.A.U.	0	0	0
651088	66707	BIDICLIN 5 mg COMPRIMIDOS GASTRORRESISTENTES DE LIBERACION PROLONGADA	Beclometasona 5 mg comprimido liberación modificada	5 mg	Blister	30	comprimido	BECLOMETASONA DIPROPIONATO 5 mg	VÍA ORAL	COMPRIMIDO DE LIBERACIÓN PROLONGADA	A07EA07 - Beclometasona	PROMEDICA S.R.L.	0	0	0
654988	46410	MENADERM SIMPLE 0,25 mg/g CREMA	Beclometasona 0,25 mg/g crema	0,25 mg/g	Tubo	30	g	BECLOMETASONA DIPROPIONATO 0,25 mg	USO CUTÁNEO	CREMA	D07AC15 - Beclometasona	LABORATORIOS MENARINI S.A.	0	0	0
678912	61131	BECLOENEMA	Beclometasona 1 mg líquido rectal	1 mg	Envase unidosis	6	enema	BECLOMETASONA DIPROPIONATO 1.33 microgramos	VÍA RECTAL	SOLUCIÓN RECTAL	A07EA07 - Beclometasona	FARMALIDER S.A.	0	0	0
714441	81667	BECLO-ASMA 50 MICROGRAMOS/PULSACION SOLUCION PARA INHALACION EN ENVASE A PRESION	Beclometasona 50 microgramos/dosis inhalación pulmonar	50 microgramos	Envase a presión	200	pulverización inhalada	BECLOMETASONA DIPROPIONATO 50 microgramos	VÍA INHALATORIA	SOLUCIÓN PARA INHALACIÓN EN ENVASE A PRESIÓN	R03BA01 - Beclometasona	LABORATORIO ALDO UNION S.L.	0	0	0
714479	81684	BECLO-ASMA 100 MICROGRAMOS/PULSACION SOLUCION PARA INHALACION EN ENVASE A PRESION	Beclometasona 100 microgramos/dosis inhalación pulmonar	100 microgramos	Envase a presión	200	pulverización inhalada	BECLOMETASONA DIPROPIONATO 100 microgramos	VÍA INHALATORIA	SOLUCIÓN PARA INHALACIÓN EN ENVASE A PRESIÓN	R03BA01 - Beclometasona	LABORATORIO ALDO UNION S.L.	0	0	0
715219	52810	BECOTIDE 50 microgramos/inhalación SOLUCION PARA INHALACION EN ENVASE A PRESION	Beclometasona 50 microgramos/dosis inhalación pulmonar	50 microgramos/dosis	Cartucho	200	pulverización inhalada	BECLOMETASONA DIPROPIONATO 50 microgramos	VÍA INHALATORIA	SOLUCIÓN PARA INHALACIÓN EN ENVASE A PRESIÓN	R03BA01 - Beclometasona	GLAXOSMITHKLINE S.A.	0	0	0
727638	84741	SOPROBEC 50 MICROGRAMOS/INHALACION SOLUCION PARA INHALACION EN ENVASE A PRESION	Beclometasona 50 microgramos/dosis inhalación pulmonar	50 microgramos/dosis	Envase a presión	200	pulverización inhalada	BECLOMETASONA DIPROPIONATO 50 microgramos	VÍA INHALATORIA	SOLUCIÓN PARA INHALACIÓN EN ENVASE A PRESIÓN	R03BA01 - Beclometasona	GLENMARK ARZNEIMITTEL GMBH	0	0	0
727639	84742	SOPROBEC 100 MICROGRAMOS/INHALACION SOLUCION PARA INHALACION EN ENVASE A PRESION	Beclometasona 100 microgramos/dosis inhalación pulmonar	100 microgramos/dosis	Envase a presión	200	pulverización inhalada	BECLOMETASONA DIPROPIONATO 100 microgramos	VÍA INHALATORIA	SOLUCIÓN PARA INHALACIÓN EN ENVASE A PRESIÓN	R03BA01 - Beclometasona	GLENMARK ARZNEIMITTEL GMBH	0	0	0
727641	84743	SOPROBEC 250 MICROGRAMOS/INHALACION SOLUCION PARA INHALACION EN ENVASE A PRESION	Beclometasona 250 microgramos/dosis inhalación pulmonar	250 microgramos/dosis	Envase a presión	200	pulverización inhalada	BECLOMETASONA DIPROPIONATO 250 microgramos	VÍA INHALATORIA	SOLUCIÓN PARA INHALACIÓN EN ENVASE A PRESIÓN	R03BA01 - Beclometasona	GLENMARK ARZNEIMITTEL GMBH	0	0	0
727642	84744	SOPROBEC 200 MICROGRAMOS/INHALACION SOLUCION PARA INHALACION EN ENVASE A PRESION	Beclometasona 200 microgramos/dosis inhalación pulmonar	200 microgramos/dosis	Envase a presión	200	pulverización inhalada	BECLOMETASONA DIPROPIONATO 200 microgramos	VÍA INHALATORIA	SOLUCIÓN PARA INHALACIÓN EN ENVASE A PRESIÓN	R03BA01 - Beclometasona	GLENMARK ARZNEIMITTEL GMBH	0	0	0
756239	53508	RECTO MENADERM 0,125 MG/G POMADA RECTAL	Beclometasona 0,125 mg/g semisólido rectal	0,125 mg/g	Tubo	30	g	BECLOMETASONA DIPROPIONATO 0,125 mg	VÍA RECTAL	POMADA RECTAL	C05AA - Corticosteroides	LABORATORIOS FERMON S.L.	0	0	0
756247	53508	RECTO MENADERM 0,125 MG/G POMADA RECTAL	Beclometasona 0,125 mg/g semisólido rectal	0,125 mg/g	Tubo	60	g	BECLOMETASONA DIPROPIONATO 0,125 mg	VÍA RECTAL	POMADA RECTAL	C05AA - Corticosteroides	LABORATORIOS FERMON S.L.	0	0	0
785105	46410	MENADERM SIMPLE 0,25 mg/g CREMA	Beclometasona 0,25 mg/g crema	0,25 mg/g	Tubo	60	g	BECLOMETASONA DIPROPIONATO 0,25 mg	USO CUTÁNEO	CREMA	D07AC15 - Beclometasona	LABORATORIOS MENARINI S.A.	0	0	0
785113	49968	MENADERM SIMPLE 0,25 mg/ml EMULSIÓN CUTÁNEA	Beclometasona 0,25 mg/ml emulsión cutánea	0,25 mg/ml	Frasco	60	ml	BECLOMETASONA DIPROPIONATO 0,25 mg	USO CUTÁNEO	EMULSIÓN CUTÁNEA	D07AC15 - Beclometasona	LABORATORIOS MENARINI S.A.	0	0	0
785121	49969	MENADERM SIMPLE 0,25 mg/g UNGÜENTO	Beclometasona 0,25 mg/g pomada	0,25 mg/g	Tubo	60	g	BECLOMETASONA DIPROPIONATO 0,25 mg	USO CUTÁNEO	POMADA	D07AC15 - Beclometasona	LABORATORIOS MENARINI S.A.	0	0	0
794370	54529	BECLO-RINO 50 MICROGRAMOS APLICACIÓN SUSPENSIÓN PARA PULVERIZACIÓN NASAL	Beclometasona 50 microgramos/dosis producto uso nasal	50 microgramos/dosis	Aplicador nasal	200	pulverización nasal	BECLOMETASONA DIPROPIONATO 50 microgramos	VÍA NASAL	SUSPENSIÓN PARA PULVERIZACIÓN NASAL	R01AD01 - Beclometasona	LABORATORIO ALDO UNION S.L.	0	0	0
917070	59377	BECLOFORTE 250 microgramos/inhalación SOLUCION PARA INHALACION EN ENVASE A PRESION	Beclometasona 250 microgramos/dosis inhalación pulmonar	250 microgramos/dosis	Cartucho	200	pulverización inhalada	BECLOMETASONA DIPROPIONATO 250 microgramos	VÍA INHALATORIA	SOLUCIÓN PARA INHALACIÓN EN ENVASE A PRESIÓN	R03BA01 - Beclometasona	GLAXOSMITHKLINE S.A.	0	0	0
989061	58310	BECONASE SPRAY NASAL ACUOSO	Beclometasona 50 microgramos/dosis producto uso nasal	50 microgramos/dosis	Envase pulverizador	100	pulverización nasal	BECLOMETASONA DIPROPIONATO 50 microgramos	VÍA NASAL	SUSPENSIÓN PARA PULVERIZACIÓN NASAL	R01AD01 - Beclometasona	PERRIGO ESPANA S.A.	0	0	0
