cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
606497	79002	LORMETAZEPAM KOEHLER 0,2 MG/ML SOLUCION INYECTABLE Y PARA PERFUSION EFG	Lormetazepam 0,2 mg/ml inyectable 10 ml ampolla	0,2 mg/ml inyectable 10 ml	Ampolla	100	ampolla para inyección	LORMETAZEPAM 0,2 mg	VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN	N05CD06 - Lormetazepam	DR. FRANZ KOEHLER CHEMIE GMBH	0	1	0	0
607697	63611	LORMETAZEPAM NORMON 1 mg COMPRIMIDOS EFG	Lormetazepam 1 mg comprimido	1 mg	Blister	500	comprimido	LORMETAZEPAM 1 mg	VÍA ORAL	COMPRIMIDO	N05CD06 - Lormetazepam	LABORATORIOS NORMON S.A.	0	1	0	0
607705	63612	LORMETAZEPAM NORMON 2 mg  COMPRIMIDOS EFG	Lormetazepam 2 mg comprimido	2 mg	Blister	500	comprimido	LORMETAZEPAM 2 mg	VÍA ORAL	COMPRIMIDO	N05CD06 - Lormetazepam	LABORATORIOS NORMON S.A.	0	1	0	0
640920	58689	NOCTAMID 2 mg COMPRIMIDOS	Lormetazepam 2 mg comprimido	2 mg	Blister	500	comprimido	LORMETAZEPAM 2 mg	VÍA ORAL	COMPRIMIDO	N05CD06 - Lormetazepam	TEOFARMA S.R.L.	0	0	0	0
650099	56296	NOCTAMID 1 mg COMPRIMIDOS	Lormetazepam 1 mg comprimido	1 mg	Blister	30	comprimido	LORMETAZEPAM 1 mg	VÍA ORAL	COMPRIMIDO	N05CD06 - Lormetazepam	TEOFARMA S.R.L.	0	0	0	0
650100	58689	NOCTAMID 2 mg COMPRIMIDOS	Lormetazepam 2 mg comprimido	2 mg	Blister	20	comprimido	LORMETAZEPAM 2 mg	VÍA ORAL	COMPRIMIDO	N05CD06 - Lormetazepam	TEOFARMA S.R.L.	0	0	0	0
658317	68371	LORMETAZEPAM CINFA 1 mg COMPRIMIDOS EFG	Lormetazepam 1 mg comprimido	1 mg	Blister	30	comprimido	LORMETAZEPAM 1 mg	VÍA ORAL	COMPRIMIDO	N05CD06 - Lormetazepam	LABORATORIOS CINFA S.A.	0	1	0	0
658318	68372	LORMETAZEPAM CINFA 2 mg COMPRIMIDOS EFG	Lormetazepam 2 mg comprimido	2 mg	Blister	20	comprimido	LORMETAZEPAM 2 mg	VÍA ORAL	COMPRIMIDO	N05CD06 - Lormetazepam	LABORATORIOS CINFA S.A.	0	1	0	0
658319	68373	LORMETAZEPAM TEVA 1 mg COMPRIMIDOS EFG	Lormetazepam 1 mg comprimido	1 mg	Blister	30	comprimido	LORMETAZEPAM 1 mg	VÍA ORAL	COMPRIMIDO	N05CD06 - Lormetazepam	TEVA PHARMA S.L.U.	0	1	0	0
658320	68374	LORMETAZEPAM TEVA 2 mg COMPRIMIDOS EFG	Lormetazepam 2 mg comprimido	2 mg	Blister	20	comprimido	LORMETAZEPAM 2 mg	VÍA ORAL	COMPRIMIDO	N05CD06 - Lormetazepam	TEVA PHARMA S.L.U.	0	1	0	0
673088	56257	ALDOSOMNIL 1 mg	Lormetazepam 1 mg comprimido	1 mg	Blister	30	comprimido	LORMETAZEPAM 1 mg	VÍA ORAL	COMPRIMIDO	N05CD06 - Lormetazepam	LABORATORIO ALDO UNION S.L.	0	0	0	0
673089	58899	ALDOSOMNIL 2 mg	Lormetazepam 2 mg comprimido	2 mg	Blister	20	comprimido	LORMETAZEPAM 2 mg	VÍA ORAL	COMPRIMIDO	N05CD06 - Lormetazepam	LABORATORIO ALDO UNION S.L.	0	0	0	0
676411	63611	LORMETAZEPAM NORMON 1 mg COMPRIMIDOS EFG	Lormetazepam 1 mg comprimido	1 mg	Blister	30	comprimido	LORMETAZEPAM 1 mg	VÍA ORAL	COMPRIMIDO	N05CD06 - Lormetazepam	LABORATORIOS NORMON S.A.	0	1	0	0
