ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/07/422/001	19127718	nilotinib 200 MG Oral Capsule [Tasigna]	746609	EXACT			2025-12-04
EU/1/07/422/002	19127718	nilotinib 200 MG Oral Capsule [Tasigna]	746609	EXACT			
EU/1/07/422/003	19127718	nilotinib 200 MG Oral Capsule [Tasigna]	746609	EXACT			2025-12-04
EU/1/07/422/004	19127718	nilotinib 200 MG Oral Capsule [Tasigna]	746609	EXACT			
EU/1/07/422/005	40224785	nilotinib 150 MG Oral Capsule [Tasigna]	1002300	EXACT			2025-12-04
EU/1/07/422/006	40224785	nilotinib 150 MG Oral Capsule [Tasigna]	1002300	EXACT			2025-12-04
EU/1/07/422/007	19127718	nilotinib 200 MG Oral Capsule [Tasigna]	746609	EXACT			2025-12-04
EU/1/07/422/008	19127718	nilotinib 200 MG Oral Capsule [Tasigna]	746609	EXACT			2025-12-04
EU/1/07/422/009	40224785	nilotinib 150 MG Oral Capsule [Tasigna]	1002300	EXACT			2025-12-04
EU/1/07/422/010	40224785	nilotinib 150 MG Oral Capsule [Tasigna]	1002300	EXACT			2025-12-04
EU/1/07/422/011	19127718	nilotinib 200 MG Oral Capsule [Tasigna]	746609	EXACT			2025-12-04
EU/1/07/422/012	19127718	nilotinib 200 MG Oral Capsule [Tasigna]	746609	EXACT			2025-12-04
EU/1/07/422/013	40224785	nilotinib 150 MG Oral Capsule [Tasigna]	1002300	EXACT			2025-12-04
EU/1/07/422/014	19127718	nilotinib 200 MG Oral Capsule [Tasigna]	746609	EXACT			2025-12-04
EU/1/07/422/015	42543820	nilotinib 50 MG Oral Capsule [Tasigna]	2002719	EXACT			2025-12-04
