ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/13/829/001	EMEA/H/C/002796	--¹	Suspension for injection	Intramuscular use	vial (glass)	0.5 ml	10 vials	hexyon	Hexyon	EU/1/13/829	filamentous haemagglutinin;Haemophilus influenzae type B polysaccharide (polyribosylribitol phosphate);hepatitis B surface antigen;pertussis toxoid;poliovirus (inactivated) type 1 (Mahoney strain) produced on Vero cells;poliovirus (inactivated) type 2 (MEF-1 strain) produced on Vero cells;poliovirus (inactivated) type 3 (Saukett strain) produced on Vero cells;tetanus protein;tetanus toxoid adsorbed on aluminium hydroxide, hydrated;Diphtheria toxoid	diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus influenzae type b conjugate vaccine (adsorbed)	J07CA09	Sanofi Winthrop Industrie	https://www.ema.europa.eu/en/medicines/human/EPAR/hexyon	Authorised
EU/1/13/829/002	EMEA/H/C/002796	--¹	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	1 pre-filled syringe	hexyon	Hexyon	EU/1/13/829	filamentous haemagglutinin;Haemophilus influenzae type B polysaccharide (polyribosylribitol phosphate);hepatitis B surface antigen;pertussis toxoid;poliovirus (inactivated) type 1 (Mahoney strain) produced on Vero cells;poliovirus (inactivated) type 2 (MEF-1 strain) produced on Vero cells;poliovirus (inactivated) type 3 (Saukett strain) produced on Vero cells;tetanus protein;tetanus toxoid adsorbed on aluminium hydroxide, hydrated;Diphtheria toxoid	diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus influenzae type b conjugate vaccine (adsorbed)	J07CA09	Sanofi Winthrop Industrie	https://www.ema.europa.eu/en/medicines/human/EPAR/hexyon	Authorised
EU/1/13/829/003	EMEA/H/C/002796	--¹	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	10 pre-filled syringes	hexyon	Hexyon	EU/1/13/829	filamentous haemagglutinin;Haemophilus influenzae type B polysaccharide (polyribosylribitol phosphate);hepatitis B surface antigen;pertussis toxoid;poliovirus (inactivated) type 1 (Mahoney strain) produced on Vero cells;poliovirus (inactivated) type 2 (MEF-1 strain) produced on Vero cells;poliovirus (inactivated) type 3 (Saukett strain) produced on Vero cells;tetanus protein;tetanus toxoid adsorbed on aluminium hydroxide, hydrated;Diphtheria toxoid	diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus influenzae type b conjugate vaccine (adsorbed)	J07CA09	Sanofi Winthrop Industrie	https://www.ema.europa.eu/en/medicines/human/EPAR/hexyon	Authorised
EU/1/13/829/004	EMEA/H/C/002796	--¹	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	1 pre-filled syringe + 1 needle	hexyon	Hexyon	EU/1/13/829	filamentous haemagglutinin;Haemophilus influenzae type B polysaccharide (polyribosylribitol phosphate);hepatitis B surface antigen;pertussis toxoid;poliovirus (inactivated) type 1 (Mahoney strain) produced on Vero cells;poliovirus (inactivated) type 2 (MEF-1 strain) produced on Vero cells;poliovirus (inactivated) type 3 (Saukett strain) produced on Vero cells;tetanus protein;tetanus toxoid adsorbed on aluminium hydroxide, hydrated;Diphtheria toxoid	diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus influenzae type b conjugate vaccine (adsorbed)	J07CA09	Sanofi Winthrop Industrie	https://www.ema.europa.eu/en/medicines/human/EPAR/hexyon	Authorised
EU/1/13/829/005	EMEA/H/C/002796	--¹	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	10 pre-filled syringes + 10 needles	hexyon	Hexyon	EU/1/13/829	filamentous haemagglutinin;Haemophilus influenzae type B polysaccharide (polyribosylribitol phosphate);hepatitis B surface antigen;pertussis toxoid;poliovirus (inactivated) type 1 (Mahoney strain) produced on Vero cells;poliovirus (inactivated) type 2 (MEF-1 strain) produced on Vero cells;poliovirus (inactivated) type 3 (Saukett strain) produced on Vero cells;tetanus protein;tetanus toxoid adsorbed on aluminium hydroxide, hydrated;Diphtheria toxoid	diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus influenzae type b conjugate vaccine (adsorbed)	J07CA09	Sanofi Winthrop Industrie	https://www.ema.europa.eu/en/medicines/human/EPAR/hexyon	Authorised
EU/1/13/829/006	EMEA/H/C/002796	--¹	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	1 pre-filled syringe + 2 needles	hexyon	Hexyon	EU/1/13/829	filamentous haemagglutinin;Haemophilus influenzae type B polysaccharide (polyribosylribitol phosphate);hepatitis B surface antigen;pertussis toxoid;poliovirus (inactivated) type 1 (Mahoney strain) produced on Vero cells;poliovirus (inactivated) type 2 (MEF-1 strain) produced on Vero cells;poliovirus (inactivated) type 3 (Saukett strain) produced on Vero cells;tetanus protein;tetanus toxoid adsorbed on aluminium hydroxide, hydrated;Diphtheria toxoid	diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus influenzae type b conjugate vaccine (adsorbed)	J07CA09	Sanofi Winthrop Industrie	https://www.ema.europa.eu/en/medicines/human/EPAR/hexyon	Authorised
EU/1/13/829/007	EMEA/H/C/002796	--¹	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	10 pre-filled syringes + 20 needles	hexyon	Hexyon	EU/1/13/829	filamentous haemagglutinin;Haemophilus influenzae type B polysaccharide (polyribosylribitol phosphate);hepatitis B surface antigen;pertussis toxoid;poliovirus (inactivated) type 1 (Mahoney strain) produced on Vero cells;poliovirus (inactivated) type 2 (MEF-1 strain) produced on Vero cells;poliovirus (inactivated) type 3 (Saukett strain) produced on Vero cells;tetanus protein;tetanus toxoid adsorbed on aluminium hydroxide, hydrated;Diphtheria toxoid	diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus influenzae type b conjugate vaccine (adsorbed)	J07CA09	Sanofi Winthrop Industrie	https://www.ema.europa.eu/en/medicines/human/EPAR/hexyon	Authorised
EU/1/13/829/008	EMEA/H/C/002796	--¹	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	50 pre-filled syringes	hexyon	Hexyon	EU/1/13/829	filamentous haemagglutinin;Haemophilus influenzae type B polysaccharide (polyribosylribitol phosphate);hepatitis B surface antigen;pertussis toxoid;poliovirus (inactivated) type 1 (Mahoney strain) produced on Vero cells;poliovirus (inactivated) type 2 (MEF-1 strain) produced on Vero cells;poliovirus (inactivated) type 3 (Saukett strain) produced on Vero cells;tetanus protein;tetanus toxoid adsorbed on aluminium hydroxide, hydrated;Diphtheria toxoid	diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus influenzae type b conjugate vaccine (adsorbed)	J07CA09	Sanofi Winthrop Industrie	https://www.ema.europa.eu/en/medicines/human/EPAR/hexyon	Authorised
EU/1/13/829/009	EMEA/H/C/002796	--¹	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	50 (5 x 10) pre-filled syringes (multipack)	hexyon	Hexyon	EU/1/13/829	filamentous haemagglutinin;Haemophilus influenzae type B polysaccharide (polyribosylribitol phosphate);hepatitis B surface antigen;pertussis toxoid;poliovirus (inactivated) type 1 (Mahoney strain) produced on Vero cells;poliovirus (inactivated) type 2 (MEF-1 strain) produced on Vero cells;poliovirus (inactivated) type 3 (Saukett strain) produced on Vero cells;tetanus protein;tetanus toxoid adsorbed on aluminium hydroxide, hydrated;Diphtheria toxoid	diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus influenzae type b conjugate vaccine (adsorbed)	J07CA09	Sanofi Winthrop Industrie	https://www.ema.europa.eu/en/medicines/human/EPAR/hexyon	Authorised
EU/1/13/829/010	EMEA/H/C/002796	--¹	Suspension for injection	Intramuscular use 1	pre-filled syringe (glass)	0.5 ml	1 pre-filled syringe + 1 safety needle	hexyon	Hexyon	EU/1/13/829	filamentous haemagglutinin;Haemophilus influenzae type B polysaccharide (polyribosylribitol phosphate);hepatitis B surface antigen;pertussis toxoid;poliovirus (inactivated) type 1 (Mahoney strain) produced on Vero cells;poliovirus (inactivated) type 2 (MEF-1 strain) produced on Vero cells;poliovirus (inactivated) type 3 (Saukett strain) produced on Vero cells;tetanus protein;tetanus toxoid adsorbed on aluminium hydroxide, hydrated;Diphtheria toxoid	diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus influenzae type b conjugate vaccine (adsorbed)	J07CA09	Sanofi Winthrop Industrie	https://www.ema.europa.eu/en/medicines/human/EPAR/hexyon	Authorised
