codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
043031018	043031	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
043031020	043031	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
043031032	043031	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
043031044	043031	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
043031057	043031	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
043031069	043031	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
043031071	043031	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
043031083	043031	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
043033012	043033	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
043033024	043033	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
043033036	043033	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
043033048	043033	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
043033051	043033	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
043033063	043033	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
043033075	043033	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
043033087	043033	36257155	glycopyrronium 0.044 MG / indacaterol 0.085 MG Inhalant Powder	OMOP3108030	EXACT	auto-linked from EMA 002679		2026-06-12
