codice_aic	cod_farmaco	denominazione	descrizione	pa_associati	principio_attivo	quantita	unita_misura	forma	codice_atc	ragione_sociale	stato_amministrativo	tipo_procedura	fornitura
025283019	025283	TIENOR	5 MG COMPRESSE- 40 COMPRESSE	CLOTIAZEPAM	CLOTIAZEPAM	5	milligrammi	Compressa	N05BA21	FARMAKA S.R.L.	Autorizzata	Procedura Nazionale	Medicinali soggetti a prescrizione medica
025283021	025283	TIENOR	10 MG COMPRESSE- 30 COMPRESSE	CLOTIAZEPAM	CLOTIAZEPAM	10	milligrammi	Compressa	N05BA21	FARMAKA S.R.L.	Autorizzata	Procedura Nazionale	Medicinali soggetti a prescrizione medica
025283045	025283	TIENOR	10 MG/ML GOCCE ORALI, SOLUZIONE- FLACONE 20 ML	CLOTIAZEPAM	CLOTIAZEPAM	1		Gocce orali, soluzione	N05BA21	FARMAKA S.R.L.	Autorizzata	Procedura Nazionale	Medicinali soggetti a prescrizione medica
025284011	025284	RIZEN	5 MG COMPRESSE- 40 COMPRESSE	CLOTIAZEPAM	CLOTIAZEPAM	5	milligrammi	Compressa	N05BA21	GRUNENTHAL ITALIA S.R.L.	Autorizzata	Procedura Nazionale	Medicinali soggetti a prescrizione medica
025284023	025284	RIZEN	10 MG COMPRESSE- 30 COMPRESSE	CLOTIAZEPAM	CLOTIAZEPAM	10	milligrammi	Compressa	N05BA21	GRUNENTHAL ITALIA S.R.L.	Autorizzata	Procedura Nazionale	Medicinali soggetti a prescrizione medica
025284035	025284	RIZEN	10 MG/ML GOCCE ORALI, SOLUZIONE- FLACONE 20 ML	CLOTIAZEPAM	CLOTIAZEPAM	1		Gocce orali, soluzione	N05BA21	GRUNENTHAL ITALIA S.R.L.	Autorizzata	Procedura Nazionale	Medicinali soggetti a prescrizione medica
