product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
11-0230-01	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N7	7
11-0230-02	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N10	10
11-0230-03	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N14	14
11-0230-04	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N20	20
11-0230-05	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N21	21
11-0230-06	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N28	28
11-0230-07	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N30	30
11-0230-08	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N42	42
11-0230-09	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N50	50
11-0230-10	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N56	56
11-0230-11	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N60	60
11-0230-12	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N84	84
11-0230-13	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N90	90
11-0230-14	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N100	100
11-0230-15	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N126	126
11-0230-16	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N168	168
11-0230-17	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N210	210
11-0230-18	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N7	7
11-0230-19	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N10	10
11-0230-20	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N14	14
11-0230-21	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N20	20
11-0230-22	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N21	21
11-0230-23	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N28	28
11-0230-24	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N30	30
11-0230-25	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N42	42
11-0230-26	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N50	50
11-0230-27	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N56	56
11-0230-28	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N60	60
11-0230-29	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N84	84
11-0230-30	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N90	90
11-0230-31	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N100	100
11-0230-32	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N126	126
11-0230-33	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N168	168
11-0230-34	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N210	210
11-0230-35	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, PVC/PVDC/Al blister, N1	1
11-0230-36	Ibandronic acid Synthon 50 mg film-coated tablets	11-0230	08-MAR-16	NL/H/1825/001	50 mg	Film-coated tablet	50 mg	Carton box, OPA/Al/PVC/Al blister, N1	1
11-0231-01	Ibandronic acid Synthon 150 mg film-coated tablets	11-0231	08-MAR-16	NL/H/1825/002	150 mg	Film-coated tablet	150 mg	Carton box, PVC/PVDC/Al blister, N1	1
11-0231-02	Ibandronic acid Synthon 150 mg film-coated tablets	11-0231	08-MAR-16	NL/H/1825/002	150 mg	Film-coated tablet	150 mg	Carton box, PVC/PVDC/Al blister, N3	3
11-0231-03	Ibandronic acid Synthon 150 mg film-coated tablets	11-0231	08-MAR-16	NL/H/1825/002	150 mg	Film-coated tablet	150 mg	Carton box, PVC/PVDC/Al blister, N7	7
11-0231-04	Ibandronic acid Synthon 150 mg film-coated tablets	11-0231	08-MAR-16	NL/H/1825/002	150 mg	Film-coated tablet	150 mg	Carton box, PVC/PVDC/Al blister, N10	10
11-0231-05	Ibandronic acid Synthon 150 mg film-coated tablets	11-0231	08-MAR-16	NL/H/1825/002	150 mg	Film-coated tablet	150 mg	Carton box, PVC/PVDC/Al blister, N14	14
11-0231-06	Ibandronic acid Synthon 150 mg film-coated tablets	11-0231	08-MAR-16	NL/H/1825/002	150 mg	Film-coated tablet	150 mg	Carton box, OPA/Al/PVC/Al blister, N1	1
11-0231-07	Ibandronic acid Synthon 150 mg film-coated tablets	11-0231	08-MAR-16	NL/H/1825/002	150 mg	Film-coated tablet	150 mg	Carton box, OPA/Al/PVC/Al blister, N3	3
11-0231-08	Ibandronic acid Synthon 150 mg film-coated tablets	11-0231	08-MAR-16	NL/H/1825/002	150 mg	Film-coated tablet	150 mg	Carton box, OPA/Al/PVC/Al blister, N7	7
11-0231-09	Ibandronic acid Synthon 150 mg film-coated tablets	11-0231	08-MAR-16	NL/H/1825/002	150 mg	Film-coated tablet	150 mg	Carton box, OPA/Al/PVC/Al blister, N10	10
11-0231-10	Ibandronic acid Synthon 150 mg film-coated tablets	11-0231	08-MAR-16	NL/H/1825/002	150 mg	Film-coated tablet	150 mg	Carton box, OPA/Al/PVC/Al blister, N14	14
