ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/17/1247/001	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
EU/1/17/1247/002	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
EU/1/17/1247/003	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
EU/1/17/1247/004	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
EU/1/17/1247/005	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
EU/1/17/1247/006	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
EU/1/17/1247/007	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
EU/1/17/1247/008	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
EU/1/17/1247/009	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
EU/1/17/1247/010	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
EU/1/17/1247/011	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
EU/1/17/1247/012	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
EU/1/17/1247/013	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
EU/1/17/1247/014	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
EU/1/17/1247/015	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
EU/1/17/1247/016	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT			2025-12-04
