product_id	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/09/508/001	702593	0.5 ML Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoni...	2566416	EXACT			2026-02-17
EU/1/09/508/002	702593	0.5 ML Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoni...	2566416	EXACT			2026-02-17
EU/1/09/508/003	702593	0.5 ML Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoni...	2566416	EXACT			2026-02-17
EU/1/09/508/004	702593	0.5 ML Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoni...	2566416	EXACT			2026-02-17
EU/1/09/508/005	702593	0.5 ML Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoni...	2566416	EXACT			2026-02-17
EU/1/09/508/006	702593	0.5 ML Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoni...	2566416	EXACT			2026-02-17
EU/1/09/508/007	702593	0.5 ML Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoni...	2566416	EXACT			2026-02-17
EU/1/09/508/008	702593	0.5 ML Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoni...	2566416	EXACT			2026-02-17
EU/1/09/508/009	40150933	Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19F capsular anti...	798234	EXACT	No standard or Extension concept found for 1.0 ML Synflorix multidose vial	complex vaccine no suggestion	2026-03-12
EU/1/09/508/010	702593	0.5 ML Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoni...	2566416	EXACT			2026-02-17
EU/1/09/508/012	40150933	Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19F capsular anti...	798234	BROAD	No standard or Extension concept found for 2.0 ML Synflorix multidose vial	complex vaccine no suggestion	2026-03-12
EU/1/09/508/013	40150933	Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19F capsular anti...	798234	BROAD	No standard or Extension concept found for 2.0 ML Synflorix multidose vial	complex vaccine no suggestion	2026-03-12
