product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
13-0078-01	Brumare 400 mg effervescent granules	13-0078		SE/H/1184/001	400 mg	Effervescent granules	400 mg	Carton box, Paper/PE/Al/PE sachet, N20	20
13-0078-02	Brumare 400 mg effervescent granules	13-0078		SE/H/1184/001	400 mg	Effervescent granules	400 mg	Carton box, Paper/PE/Al/PE sachet, N30	30
13-0078-03	Brumare 400 mg effervescent granules	13-0078		SE/H/1184/001	400 mg	Effervescent granules	400 mg	Carton box, Paper/PE/Al/PE sachet, N40	40
13-0078-04	Brumare 400 mg effervescent granules	13-0078		SE/H/1184/001	400 mg	Effervescent granules	400 mg	Carton box, Paper/PE/Al/PE sachet, N12	12
13-0078-05	Brumare 400 mg effervescent granules	13-0078		SE/H/1184/001	400 mg	Effervescent granules	400 mg	Carton box, Paper/PE/Al/PE sachet, N15	15
