product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
EU/1/03/253/001	Aldurazyme	EU/1/03/253/001	10-JUN-03	EMEA/H/C/000477	100 U/ml	Concentrate for solution for infusion	500 U/5 ml	Carton box, Glass vial, N1	1
EU/1/03/253/002	Aldurazyme	EU/1/03/253/002	10-JUN-03	EMEA/H/C/000477	100 U/ml	Concentrate for solution for infusion	500 U/5 ml	Carton box, Glass vial, N10	10
EU/1/03/253/003	Aldurazyme	EU/1/03/253/003	10-JUN-03	EMEA/H/C/000477	100 U/ml	Concentrate for solution for infusion	500 U/5 ml	Carton box, Glass vial, N25	25
