cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
656863	06347002	SUTENT 25 MG CAPSULAS DURAS	Sunitinib 25 mg cápsula	25 mg	Frasco	30	cápsula	SUNITINIB 25 mg	VÍA ORAL	CÁPSULA DURA	L01EX01 - Sunitinib	PFIZER EUROPE MA EEIG	0	0	0	0
656864	06347001	SUTENT 12,5 MG CAPSULAS DURAS	Sunitinib 12,5 mg cápsula	12,5 mg	Frasco	30	cápsula	SUNITINIB 12,5 mg	VÍA ORAL	CÁPSULA DURA	L01EX01 - Sunitinib	PFIZER EUROPE MA EEIG	0	0	0	0
656865	06347003	SUTENT 50 MG CAPSULAS DURAS	Sunitinib 50 mg cápsula	50 mg	Frasco	30	cápsula	SUNITINIB 50 mg	VÍA ORAL	CÁPSULA DURA	L01EX01 - Sunitinib	PFIZER EUROPE MA EEIG	0	0	0	0
722322	83277	SUNITINIB TEVA 12,5 MG CAPSULAS DURAS EFG	Sunitinib 12,5 mg cápsula	12,5 mg	Blister	30	cápsula	SUNITINIB 12,5 mg	VÍA ORAL	CÁPSULA DURA	L01EX01 - Sunitinib	TEVA B.V.	0	1	0	0
722323	83278	SUNITINIB TEVA 25 MG CAPSULAS DURAS EFG	Sunitinib 25 mg cápsula	25 mg	Blister	30	cápsula	SUNITINIB 25 mg	VÍA ORAL	CÁPSULA DURA	L01EX01 - Sunitinib	TEVA B.V.	0	1	0	0
722325	83280	SUNITINIB TEVA 50 MG CAPSULAS DURAS EFG	Sunitinib 50 mg cápsula	50 mg	Blister	30	cápsula	SUNITINIB 50 mg	VÍA ORAL	CÁPSULA DURA	L01EX01 - Sunitinib	TEVA B.V.	0	1	0	0
730748	1201511002	SUNITINIB ACCORD 12,5 mg CAPSULAS DURAS EFG	Sunitinib 12,5 mg cápsula	12,5 mg	Blister	28	cápsula	SUNITINIB 12,5 mg	VÍA ORAL	CÁPSULA DURA	L01EX01 - Sunitinib	ACCORD HEALTHCARE S.L.U.	0	1	0	0
730750	1201511005	SUNITINIB ACCORD 25 mg CAPSULAS DURAS EFG	Sunitinib 25 mg cápsula	25 mg	Blister	28	cápsula	SUNITINIB 25 mg	VÍA ORAL	CÁPSULA DURA	L01EX01 - Sunitinib	ACCORD HEALTHCARE S.L.U.	0	1	0	0
730752	1201511008	SUNITINIB ACCORD 37,5 mg CAPSULAS DURAS EFG	Sunitinib 37,5 mg cápsula	37,5 mg	Blister	28	cápsula	SUNITINIB 37,5 mg	VÍA ORAL	CÁPSULA DURA	L01EX01 - Sunitinib	ACCORD HEALTHCARE S.L.U.	0	1	0	0
730755	1201511011	SUNITINIB ACCORD 50 mg CAPSULAS DURAS EFG	Sunitinib 50 mg cápsula	50 mg	Blister	28	cápsula	SUNITINIB 50 mg	VÍA ORAL	CÁPSULA DURA	L01EX01 - Sunitinib	ACCORD HEALTHCARE S.L.U.	0	1	0	0
730806	84506	SUNITINIB VIATRIS 12,5 MG CAPSULAS DURAS EFG	Sunitinib 12,5 mg cápsula	12,5 mg	Blister	30	cápsula	SUNITINIB 12,5 mg	VÍA ORAL	CÁPSULA DURA	L01EX01 - Sunitinib	VIATRIS LIMITED	0	1	0	0
