ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/15/1012/001	EMEA/H/C/004070	25 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		14 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/002	EMEA/H/C/004070	25 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		28 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/003	EMEA/H/C/004070	25 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		56 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/004	EMEA/H/C/004070	25 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		70 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/005	EMEA/H/C/004070	25 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		84 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/006	EMEA/H/C/004070	25 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		100 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/007	EMEA/H/C/004070	25 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		120 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/008	EMEA/H/C/004070	25 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		56 x 1 capsules (unit dose)	Pregabalin Sandoz GmbH
EU/1/15/1012/009	EMEA/H/C/004070	25 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		84 x 1 capsules (unit dose)	Pregabalin Sandoz GmbH
EU/1/15/1012/010	EMEA/H/C/004070	25 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		100 x 1 capsules (unit dose)	Pregabalin Sandoz GmbH
EU/1/15/1012/011	EMEA/H/C/004070	50 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		14 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/012	EMEA/H/C/004070	50 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		21 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/013	EMEA/H/C/004070	50 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		28 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/014	EMEA/H/C/004070	50 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		56 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/015	EMEA/H/C/004070	50 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		84 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/016	EMEA/H/C/004070	50 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		100 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/017	EMEA/H/C/004070	50 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		84 x 1 capsules (unit dose)	Pregabalin Sandoz GmbH
EU/1/15/1012/018	EMEA/H/C/004070	75 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		14 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/019	EMEA/H/C/004070	75 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		21 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/020	EMEA/H/C/004070	75 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		28 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/021	EMEA/H/C/004070	75 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		56 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/022	EMEA/H/C/004070	75 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		70 capsules	Pregabalin Sandoz GmbH
EU/1/15/1012/023	EMEA/H/C/004070	75 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		84 capsules	Pregabalin Sandoz GmbH
