ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/13/909/001	EMEA/H/C/002615	75 IU/0.125 mL	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	0.125 mL	1 pre-filled pen + 1 needle + 1 swab	Bemfola
EU/1/13/909/002	EMEA/H/C/002615	150 IU/0.25 mL	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	0.25 mL	1 pre-filled pen + 1 needle + 1 swab	Bemfola
EU/1/13/909/003	EMEA/H/C/002615	225 IU/0.375 mL	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	0.375 mL	1 pre-filled pen + 1 needle + 1 swab	Bemfola
EU/1/13/909/004	EMEA/H/C/002615	300 IU/0.50 mL	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	0.5 mL	1 pre-filled pen + 1 needle + 1 swab	Bemfola
EU/1/13/909/005	EMEA/H/C/002615	450 IU/0.75 mL	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	0.75 mL	1 pre-filled pen + 1 needle + 1 swab	Bemfola
EU/1/13/909/006	EMEA/H/C/002615	75 IU/0.125 mL	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	0.125 mL	5 pre-filled pens + 5 needles + 5 swabs	Bemfola
EU/1/13/909/007	EMEA/H/C/002615	75 IU/0.125 mL	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	0.125 mL	10 pre-filled pens + 10 needles + 10 swabs	Bemfola
EU/1/13/909/008	EMEA/H/C/002615	150 IU/0.25 mL	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	0.25 mL	5 pre-filled pens + 5 needles + 5 swabs	Bemfola
EU/1/13/909/009	EMEA/H/C/002615	150 IU/0.25 mL	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	0.25 mL	10 pre-filled pens + 10 needles + 10 swabs	Bemfola
EU/1/13/909/010	EMEA/H/C/002615	225 IU/0.375 mL	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	0.375 mL	5 pre-filled pens + 5 needles + 5 swabs	Bemfola
EU/1/13/909/011	EMEA/H/C/002615	225 IU/0.375 mL	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	0.375 mL	10 pre-filled pens + 10 needles + 10 swabs	Bemfola
EU/1/13/909/012	EMEA/H/C/002615	300 IU/0.50 mL	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	0.5 mL	5 pre-filled pens + 5 needles + 5 swabs	Bemfola
EU/1/13/909/013	EMEA/H/C/002615	300 IU/0.50 mL	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	0.5 mL	10 pre-filled pens + 10 needles + 10 swabs	Bemfola
EU/1/13/909/014	EMEA/H/C/002615	450 IU/0.75 mL	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	0.75 mL	5 pre-filled pens + 5 needles + 5 swabs	Bemfola
EU/1/13/909/015	EMEA/H/C/002615	450 IU/0.75 mL	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	0.75 mL	10 pre-filled pens + 10 needles + 10 swabs	Bemfola
