ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/18/1343/001	EMEA/H/C/004964	4 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	10 capsules		silodosin-recordati	Silodosin Recordati	EU/1/18/1343	silodosin	silodosin	G04CA04	Recordati Ireland Ltd	https://www.ema.europa.eu/en/medicines/human/EPAR/silodosin-recordati	Authorised
EU/1/18/1343/002	EMEA/H/C/004964	4 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	20 capsules		silodosin-recordati	Silodosin Recordati	EU/1/18/1343	silodosin	silodosin	G04CA04	Recordati Ireland Ltd	https://www.ema.europa.eu/en/medicines/human/EPAR/silodosin-recordati	Authorised
EU/1/18/1343/003	EMEA/H/C/004964	4 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	30 capsules		silodosin-recordati	Silodosin Recordati	EU/1/18/1343	silodosin	silodosin	G04CA04	Recordati Ireland Ltd	https://www.ema.europa.eu/en/medicines/human/EPAR/silodosin-recordati	Authorised
EU/1/18/1343/004	EMEA/H/C/004964	4 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	50 capsules		silodosin-recordati	Silodosin Recordati	EU/1/18/1343	silodosin	silodosin	G04CA04	Recordati Ireland Ltd	https://www.ema.europa.eu/en/medicines/human/EPAR/silodosin-recordati	Authorised
EU/1/18/1343/005	EMEA/H/C/004964	4 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	90 capsules		silodosin-recordati	Silodosin Recordati	EU/1/18/1343	silodosin	silodosin	G04CA04	Recordati Ireland Ltd	https://www.ema.europa.eu/en/medicines/human/EPAR/silodosin-recordati	Authorised
EU/1/18/1343/006	EMEA/H/C/004964	4 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)	100 capsules		silodosin-recordati	Silodosin Recordati	EU/1/18/1343	silodosin	silodosin	G04CA04	Recordati Ireland Ltd	https://www.ema.europa.eu/en/medicines/human/EPAR/silodosin-recordati	Authorised
EU/1/18/1343/007	EMEA/H/C/004964	8 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	10 capsules		silodosin-recordati	Silodosin Recordati	EU/1/18/1343	silodosin	silodosin	G04CA04	Recordati Ireland Ltd	https://www.ema.europa.eu/en/medicines/human/EPAR/silodosin-recordati	Authorised
EU/1/18/1343/008	EMEA/H/C/004964	8 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	20 capsules		silodosin-recordati	Silodosin Recordati	EU/1/18/1343	silodosin	silodosin	G04CA04	Recordati Ireland Ltd	https://www.ema.europa.eu/en/medicines/human/EPAR/silodosin-recordati	Authorised
EU/1/18/1343/009	EMEA/H/C/004964	8 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	30 capsules		silodosin-recordati	Silodosin Recordati	EU/1/18/1343	silodosin	silodosin	G04CA04	Recordati Ireland Ltd	https://www.ema.europa.eu/en/medicines/human/EPAR/silodosin-recordati	Authorised
EU/1/18/1343/010	EMEA/H/C/004964	8 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	50 capsules		silodosin-recordati	Silodosin Recordati	EU/1/18/1343	silodosin	silodosin	G04CA04	Recordati Ireland Ltd	https://www.ema.europa.eu/en/medicines/human/EPAR/silodosin-recordati	Authorised
EU/1/18/1343/011	EMEA/H/C/004964	8 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	90 capsules		silodosin-recordati	Silodosin Recordati	EU/1/18/1343	silodosin	silodosin	G04CA04	Recordati Ireland Ltd	https://www.ema.europa.eu/en/medicines/human/EPAR/silodosin-recordati	Authorised
EU/1/18/1343/012	EMEA/H/C/004964	8 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)	100 capsules		silodosin-recordati	Silodosin Recordati	EU/1/18/1343	silodosin	silodosin	G04CA04	Recordati Ireland Ltd	https://www.ema.europa.eu/en/medicines/human/EPAR/silodosin-recordati	Authorised
