cod_nacion	nro_definitivo	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
600700	56245	35602776	phenytoin sodium 50 MG/ML Injection	1670352	EXACT			
619825	56245	35602776	phenytoin sodium 50 MG/ML Injection	1670352	EXACT			
619833	56245	35602776	phenytoin sodium 50 MG/ML Injection	1670352	EXACT			
627182	56245	35602776	phenytoin sodium 50 MG/ML Injection	1670352	EXACT			
650905	5970	740995	phenytoin 100 MG	328579	EXACT			
750976	45695	19025784	phenytoin sodium 100 MG Oral Capsule [Epanutin]	201745	EXACT			
873471	56245	35602776	phenytoin sodium 50 MG/ML Injection	1670352	EXACT			
959635	56245	35602776	phenytoin sodium 50 MG/ML Injection	1670352	EXACT			
