ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/11/730/001	EMEA/H/C/002017	150 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		14 tablets	Rasitrio
EU/1/11/730/002	EMEA/H/C/002017	150 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		28 tablets	Rasitrio
EU/1/11/730/003	EMEA/H/C/002017	150 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		30 tablets	Rasitrio
EU/1/11/730/004	EMEA/H/C/002017	150 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		56 tablets	Rasitrio
EU/1/11/730/005	EMEA/H/C/002017	150 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		90 tablets	Rasitrio
EU/1/11/730/006	EMEA/H/C/002017	150 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		98 tablets	Rasitrio
EU/1/11/730/007	EMEA/H/C/002017	150 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		56x1 tablet (unit dose)	Rasitrio
EU/1/11/730/008	EMEA/H/C/002017	150 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		98 (2x49x1) tablets (multipack) (unit dose)	Rasitrio
EU/1/11/730/009	EMEA/H/C/002017	150 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)		14 tablets	Rasitrio
EU/1/11/730/010	EMEA/H/C/002017	150 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)		28 tablets	Rasitrio
EU/1/11/730/011	EMEA/H/C/002017	150 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)		56 tablets	Rasitrio
EU/1/11/730/012	EMEA/H/C/002017	150 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)		98 (2x49) tablets (multipack)	Rasitrio
EU/1/11/730/013	EMEA/H/C/002017	300 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		14 tablets	Rasitrio
EU/1/11/730/014	EMEA/H/C/002017	300 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		28 tablets	Rasitrio
EU/1/11/730/015	EMEA/H/C/002017	300 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		30 tablets	Rasitrio
EU/1/11/730/016	EMEA/H/C/002017	300 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		56 tablets	Rasitrio
EU/1/11/730/017	EMEA/H/C/002017	300 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		90 tablets	Rasitrio
EU/1/11/730/018	EMEA/H/C/002017	300 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		98 tablets	Rasitrio
EU/1/11/730/019	EMEA/H/C/002017	300 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		56x1 tablet (unit dose)	Rasitrio
EU/1/11/730/020	EMEA/H/C/002017	300 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		98 (2x49x1) tablets (multipack) (unit dose)	Rasitrio
EU/1/11/730/021	EMEA/H/C/002017	300 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)		14 tablets	Rasitrio
EU/1/11/730/022	EMEA/H/C/002017	300 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)		28 tablets	Rasitrio
EU/1/11/730/023	EMEA/H/C/002017	300 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)		56 tablets	Rasitrio
EU/1/11/730/024	EMEA/H/C/002017	300 mg / 5 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)		98 (2x49) tablets (multipack)	Rasitrio
EU/1/11/730/025	EMEA/H/C/002017	300 mg / 5 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		14 tablets	Rasitrio
EU/1/11/730/026	EMEA/H/C/002017	300 mg / 5 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		28 tablets	Rasitrio
EU/1/11/730/027	EMEA/H/C/002017	300 mg / 5 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		30 tablets	Rasitrio
EU/1/11/730/028	EMEA/H/C/002017	300 mg / 5 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		56 tablets	Rasitrio
EU/1/11/730/029	EMEA/H/C/002017	300 mg / 5 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		90 tablets	Rasitrio
EU/1/11/730/030	EMEA/H/C/002017	300 mg / 5 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		98 tablets	Rasitrio
EU/1/11/730/031	EMEA/H/C/002017	300 mg / 5 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		56x1 tablet (unit dose)	Rasitrio
EU/1/11/730/032	EMEA/H/C/002017	300 mg / 5 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		98 (2x49x1) tablets (multipack) (unit dose)	Rasitrio
EU/1/11/730/033	EMEA/H/C/002017	300 mg / 5 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)		14 tablets	Rasitrio
EU/1/11/730/034	EMEA/H/C/002017	300 mg / 5 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)		28 tablets	Rasitrio
EU/1/11/730/035	EMEA/H/C/002017	300 mg / 5 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)		56 tablets	Rasitrio
EU/1/11/730/036	EMEA/H/C/002017	300 mg / 5 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)		98 (2x49) tablets (multipack)	Rasitrio
EU/1/11/730/037	EMEA/H/C/002017	300 mg / 10 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		14 tablets	Rasitrio
EU/1/11/730/038	EMEA/H/C/002017	300 mg / 10 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		28 tablets	Rasitrio
EU/1/11/730/039	EMEA/H/C/002017	300 mg / 10 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		30 tablets	Rasitrio
EU/1/11/730/040	EMEA/H/C/002017	300 mg / 10 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		56 tablets	Rasitrio
EU/1/11/730/041	EMEA/H/C/002017	300 mg / 10 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		90 tablets	Rasitrio
EU/1/11/730/042	EMEA/H/C/002017	300 mg / 10 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		98 tablets	Rasitrio
EU/1/11/730/043	EMEA/H/C/002017	300 mg / 10 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		56x1 tablet (unit dose)	Rasitrio
EU/1/11/730/044	EMEA/H/C/002017	300 mg / 10 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		98 (2x49x1) tablets (multipack) (unit dose)	Rasitrio
EU/1/11/730/045	EMEA/H/C/002017	300 mg / 10 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)		14 tablets	Rasitrio
