ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/21/1541/001	EMEA/H/C/005317	20 mg	Film-coated tablet	Oral use	blister	56 tablets		dasatinib-accordpharma	Dasatinib Accordpharma	EU/1/21/1541	dasatinib	dasatinib (anhydrous)	L01EA02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/dasatinib-accordpharma	Withdrawn
EU/1/21/1541/002	EMEA/H/C/005317	20 mg	Film-coated tablet	Oral use	blioster (alu/alu)	60 tablets		dasatinib-accordpharma	Dasatinib Accordpharma	EU/1/21/1541	dasatinib	dasatinib (anhydrous)	L01EA02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/dasatinib-accordpharma	Withdrawn
EU/1/21/1541/003	EMEA/H/C/005317	20 mg	Film-coated tablet	Oral use	blister (alu/alu)	56 x 1 tablets (unit dose)		dasatinib-accordpharma	Dasatinib Accordpharma	EU/1/21/1541	dasatinib	dasatinib (anhydrous)	L01EA02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/dasatinib-accordpharma	Withdrawn
EU/1/21/1541/004	EMEA/H/C/005317	20 mg	Film-coated tablet	Oral use	blister (alu/alu)	60 x 1 tablets (unit dose)		dasatinib-accordpharma	Dasatinib Accordpharma	EU/1/21/1541	dasatinib	dasatinib (anhydrous)	L01EA02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/dasatinib-accordpharma	Withdrawn
EU/1/21/1541/005	EMEA/H/C/005317	50 mg	Film-coated tablet	Oral use	blister (alu/alu)	56 tablets		dasatinib-accordpharma	Dasatinib Accordpharma	EU/1/21/1541	dasatinib	dasatinib (anhydrous)	L01EA02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/dasatinib-accordpharma	Withdrawn
EU/1/21/1541/006	EMEA/H/C/005317	50 mg	Film-coated tablet	Oral use	blister (alu/alu)	60 tablets		dasatinib-accordpharma	Dasatinib Accordpharma	EU/1/21/1541	dasatinib	dasatinib (anhydrous)	L01EA02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/dasatinib-accordpharma	Withdrawn
EU/1/21/1541/007	EMEA/H/C/005317	50 mg	Film-coated tablet	Oral use	blister (alu/alu)	56 x 1 tablets (unit dose)		dasatinib-accordpharma	Dasatinib Accordpharma	EU/1/21/1541	dasatinib	dasatinib (anhydrous)	L01EA02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/dasatinib-accordpharma	Withdrawn
EU/1/21/1541/008	EMEA/H/C/005317	50 mg	Film-coated tablet lOral	use	blister (alu/alu)	60 x 1 tablets (unit dose)		dasatinib-accordpharma	Dasatinib Accordpharma	EU/1/21/1541	dasatinib	dasatinib (anhydrous)	L01EA02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/dasatinib-accordpharma	Withdrawn
EU/1/21/1541/009	EMEA/H/C/005317	70 mg	Film-coated tablet	Oral use	blister (alu/alu)	56 tablets		dasatinib-accordpharma	Dasatinib Accordpharma	EU/1/21/1541	dasatinib	dasatinib (anhydrous)	L01EA02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/dasatinib-accordpharma	Withdrawn
EU/1/21/1541/010	EMEA/H/C/005317	70 mg	Film-coated tablet	Oral use	blister (alu/alu)	60 tablets		dasatinib-accordpharma	Dasatinib Accordpharma	EU/1/21/1541	dasatinib	dasatinib (anhydrous)	L01EA02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/dasatinib-accordpharma	Withdrawn
EU/1/21/1541/011	EMEA/H/C/005317	70 mg	Film-cuoated tablet	Oral use	blister (alu/alu)	56 x 1 tablets (unit dose)		dasatinib-accordpharma	Dasatinib Accordpharma	EU/1/21/1541	dasatinib	dasatinib (anhydrous)	L01EA02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/dasatinib-accordpharma	Withdrawn
EU/1/21/1541/012	EMEA/H/C/005317	70 mg	Film-coated tablet	Oral use	blister (alu/alu)	60 x 1 tablets (unit dose)		dasatinib-accordpharma	Dasatinib Accordpharma	EU/1/21/1541	dasatinib	dasatinib (anhydrous)	L01EA02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/dasatinib-accordpharma	Withdrawn
EU/1/21/1541/013	EMEA/H/C/005317	80 mg	tablet	Oral use	blister (alu/alu)	30 tablets		dasatinib-accordpharma	Dasatinib Accordpharma	EU/1/21/1541	dasatinib	dasatinib (anhydrous)	L01EA02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/dasatinib-accordpharma	Withdrawn
EU/1/21/1541/014	EMEA/H/C/005317	80 mg	Film-coated tablet	Oral use	blister (alu/alu)	56 tablets		dasatinib-accordpharma	Dasatinib Accordpharma	EU/1/21/1541	dasatinib	dasatinib (anhydrous)	L01EA02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/dasatinib-accordpharma	Withdrawn
