ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/10/639/001	EMEA/H/C/001168	20 mg	Tablet	Oral use	blister (alu/alu)		14 tablets	Telmisartan Actavis
EU/1/10/639/002	EMEA/H/C/001168	20 mg	Tablet	Oral use	blister (alu/alu)		28 tablets	Telmisartan Actavis
EU/1/10/639/003	EMEA/H/C/001168	20 mg	Tablet	Oral use	blister (alu/alu)		30 tablets	Telmisartan Actavis
EU/1/10/639/004	EMEA/H/C/001168	20 mg	Tablet	Oral use	blister (alu/alu)		56 tablets	Telmisartan Actavis
EU/1/10/639/005	EMEA/H/C/001168	20 mg	Tablet	Oral use	blister (alu/alu)		84 tablets	Telmisartan Actavis
EU/1/10/639/006	EMEA/H/C/001168	20 mg	Tablet	Oral use	blister (alu/alu)		90 tablets	Telmisartan Actavis
EU/1/10/639/007	EMEA/H/C/001168	20 mg	Tablet	Oral use	blister (alu/alu)		98 tablets	Telmisartan Actavis
EU/1/10/639/008	EMEA/H/C/001168	20 mg	Tablet	Oral use	blister (alu/alu)		100 tablets	Telmisartan Actavis
EU/1/10/639/009	EMEA/H/C/001168	20 mg	Tablet	Oral use	container (HDPE)		30 tablets	Telmisartan Actavis
EU/1/10/639/010	EMEA/H/C/001168	20 mg	Tablet	Oral use	container (HDPE)		250 tablets	Telmisartan Actavis
EU/1/10/639/011	EMEA/H/C/001168	40 mg	Tablet	Oral use	blister (alu/alu)		14 tablets	Telmisartan Actavis
EU/1/10/639/012	EMEA/H/C/001168	40 mg	Tablet	Oral use	blister (alu/alu)		28 tablets	Telmisartan Actavis
EU/1/10/639/013	EMEA/H/C/001168	40 mg	Tablet	Oral use	blister (alu/alu)		30 tablets	Telmisartan Actavis
EU/1/10/639/014	EMEA/H/C/001168	40 mg	Tablet	Oral use	blister (alu/alu)		56 tablets	Telmisartan Actavis
EU/1/10/639/015	EMEA/H/C/001168	40 mg	Tablet	Oral use	blister (alu/alu)		84 tablets	Telmisartan Actavis
EU/1/10/639/016	EMEA/H/C/001168	40 mg	Tablet	Oral use	blister (alu/alu)		90 tablets	Telmisartan Actavis
EU/1/10/639/017	EMEA/H/C/001168	40 mg	Tablet	Oral use	blister (alu/alu)		98 tablets	Telmisartan Actavis
EU/1/10/639/018	EMEA/H/C/001168	40 mg	Tablet	Oral use	blister (alu/alu)		100 tablets	Telmisartan Actavis
EU/1/10/639/019	EMEA/H/C/001168	40 mg	Tablet	Oral use	container (HDPE)		30 tablets	Telmisartan Actavis
EU/1/10/639/020	EMEA/H/C/001168	40 mg	Tablet	Oral use	container (HDPE)		250 tablets	Telmisartan Actavis
EU/1/10/639/021	EMEA/H/C/001168	80 mg	Tablet	Oral use	blister (alu/alu)		14 tablets	Telmisartan Actavis
EU/1/10/639/022	EMEA/H/C/001168	80 mg	Tablet	Oral use	blister (alu/alu)		28 tablets	Telmisartan Actavis
EU/1/10/639/023	EMEA/H/C/001168	80 mg	Tablet	Oral use	blister (alu/alu)		30 tablets	Telmisartan Actavis
EU/1/10/639/024	EMEA/H/C/001168	80 mg	Tablet	Oral use	blister (alu/alu)		56 tablets	Telmisartan Actavis
EU/1/10/639/025	EMEA/H/C/001168	80 mg	Tablet	Oral use	blister (alu/alu)		84 tablets	Telmisartan Actavis
EU/1/10/639/026	EMEA/H/C/001168	80 mg	Tablet	Oral use	blister (alu/alu)		90 tablets	Telmisartan Actavis
EU/1/10/639/027	EMEA/H/C/001168	80 mg	Tablet	Oral use	blister (alu/alu)		98 tablets	Telmisartan Actavis
EU/1/10/639/028	EMEA/H/C/001168	80 mg	Tablet	Oral use	blister (alu/alu)		100 tablets	Telmisartan Actavis
EU/1/10/639/029	EMEA/H/C/001168	80 mg	Tablet	Oral use	container (HDPE)		30 tablets	Telmisartan Actavis
EU/1/10/639/030	EMEA/H/C/001168	80 mg	Tablet	Oral use	container (HDPE)		250 tablets	Telmisartan Actavis
