ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/15/1009/001	EMEA/H/C/003899	5 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)	14 tablets		aripiprazole-zentiva	Aripiprazole Zentiva	EU/1/15/1009	aripiprazole	aripiprazole	N05AX12	Zentiva, k.s.	https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva	Authorised
EU/1/15/1009/002	EMEA/H/C/003899	5 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)	28 tablets		aripiprazole-zentiva	Aripiprazole Zentiva	EU/1/15/1009	aripiprazole	aripiprazole	N05AX12	Zentiva, k.s.	https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva	Authorised
EU/1/15/1009/003	EMEA/H/C/003899	5 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)	49 tablets		aripiprazole-zentiva	Aripiprazole Zentiva	EU/1/15/1009	aripiprazole	aripiprazole	N05AX12	Zentiva, k.s.	https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva	Authorised
EU/1/15/1009/004	EMEA/H/C/003899	5 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)	56 tablets		aripiprazole-zentiva	Aripiprazole Zentiva	EU/1/15/1009	aripiprazole	aripiprazole	N05AX12	Zentiva, k.s.	https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva	Authorised
EU/1/15/1009/005	EMEA/H/C/003899	5 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)	98 tablets		aripiprazole-zentiva	Aripiprazole Zentiva	EU/1/15/1009	aripiprazole	aripiprazole	N05AX12	Zentiva, k.s.	https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva	Authorised
EU/1/15/1009/006	EMEA/H/C/003899	10 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)	14 tablets		aripiprazole-zentiva	Aripiprazole Zentiva	EU/1/15/1009	aripiprazole	aripiprazole	N05AX12	Zentiva, k.s.	https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva	Authorised
EU/1/15/1009/007	EMEA/H/C/003899	10 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)	28 tablets		aripiprazole-zentiva	Aripiprazole Zentiva	EU/1/15/1009	aripiprazole	aripiprazole	N05AX12	Zentiva, k.s.	https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva	Authorised
EU/1/15/1009/008	EMEA/H/C/003899	10 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)	49 tablets		aripiprazole-zentiva	Aripiprazole Zentiva	EU/1/15/1009	aripiprazole	aripiprazole	N05AX12	Zentiva, k.s.	https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva	Authorised
EU/1/15/1009/009	EMEA/H/C/003899	10 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)	56 tablets		aripiprazole-zentiva	Aripiprazole Zentiva	EU/1/15/1009	aripiprazole	aripiprazole	N05AX12	Zentiva, k.s.	https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva	Authorised
EU/1/15/1009/010	EMEA/H/C/003899	10 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)	98 tablets		aripiprazole-zentiva	Aripiprazole Zentiva	EU/1/15/1009	aripiprazole	aripiprazole	N05AX12	Zentiva, k.s.	https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva	Authorised
EU/1/15/1009/011	EMEA/H/C/003899	15 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)	14 tablets		aripiprazole-zentiva	Aripiprazole Zentiva	EU/1/15/1009	aripiprazole	aripiprazole	N05AX12	Zentiva, k.s.	https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva	Authorised
EU/1/15/1009/012	EMEA/H/C/003899	15 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)	28 tablets		aripiprazole-zentiva	Aripiprazole Zentiva	EU/1/15/1009	aripiprazole	aripiprazole	N05AX12	Zentiva, k.s.	https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva	Authorised
EU/1/15/1009/013	EMEA/H/C/003899	15 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)	49 tablets		aripiprazole-zentiva	Aripiprazole Zentiva	EU/1/15/1009	aripiprazole	aripiprazole	N05AX12	Zentiva, k.s.	https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva	Authorised
EU/1/15/1009/014	EMEA/H/C/003899	15 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)	56 tablets		aripiprazole-zentiva	Aripiprazole Zentiva	EU/1/15/1009	aripiprazole	aripiprazole	N05AX12	Zentiva, k.s.	https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva	Authorised
