product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
94-0170-01	Skinoren 200 mg/g cream	94-0170	11-JUL-94	94-0170	200 mg/g	Cream	6 g/30 g	Carton box, Aluminium tube, N1	1
94-0170-02	Skinoren 200 mg/g cream	94-0170	11-JUL-94	94-0170	200 mg/g	Cream	1 g/5 g	Carton box, Aluminium tube, N1	1
94-0170-03	Skinoren 200 mg/g cream	94-0170	11-JUL-94	94-0170	200 mg/g	Cream	4 g/20 g	Carton box, Aluminium tube, N1	1
94-0170-04	Skinoren 200 mg/g cream	94-0170	11-JUL-94	94-0170	200 mg/g	Cream	10 g/50 g	Carton box, Aluminium tube, N1	1
94-0170-05	Skinoren 200 mg/g cream	94-0170	11-JUL-94	94-0170	200 mg/g	Cream	20 g/100 g	Carton box, Aluminium tube, N1	1
I000695-01	Skinoren 20% cream	I000695	03-MAY-16	I000695-001	200 mg/g	Cream	6 g/30 g	Carton box, Aluminium tube, N1	1
I000809-01	Skinoren 20% cream	I000809	27-APR-17	I000809-001	200 mg/g	Cream	6 g/30 g	Carton box, Aluminium tube, N1	1
I001304-01	Skinoren 20% cream	I001304	13-MAY-21	I001304-001	200 mg/g	Cream	6 g/30 g	Carton box, Aluminium tube, N1	1
I001700-01	Skinoren 20% cream	I001700	06-JAN-25	I001700-001	200 mg/g	Cream	6 g/30 g	Carton box, Aluminium tube, N1	1
I001742-01	Skinoren 200 mg/g cream	I001742	16-MAY-25	I001742-001	200 mg/g	Cream	6 g/30 g	Carton box, Aluminium tube, N1	1
I001762-01	Skinoren 20% cream	I001762	16-JUL-25	I001762-001	200 mg/g	Cream	6 g/30 g	Carton box, Aluminium tube, N1	1
I001813-01	Skinoren 20% cream	I001813	16-DEC-25	I001813-001	200 mg/g	Cream	200 mg/g	Carton box, Aluminium tube, N1	1
