codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
045452012	045452	1734834	influenza A virus A/Georgia/12/2022 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Sydney/1304/2022 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Injectable Suspension	2688133	EXACT	auto-linked from EMA 006532		2026-06-12
045452024	045452	1734834	influenza A virus A/Georgia/12/2022 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Sydney/1304/2022 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Injectable Suspension	2688133	EXACT	auto-linked from EMA 006532		2026-06-12
045452036	045452	1734834	influenza A virus A/Georgia/12/2022 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Sydney/1304/2022 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Injectable Suspension	2688133	EXACT	auto-linked from EMA 006532		2026-06-12
045452048	045452	1734834	influenza A virus A/Georgia/12/2022 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Sydney/1304/2022 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Injectable Suspension	2688133	EXACT	auto-linked from EMA 006532		2026-06-12
051260014	051260	1734834	influenza A virus A/Georgia/12/2022 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Sydney/1304/2022 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Injectable Suspension	2688133	EXACT	auto-linked from EMA 006532		2026-06-12
051260026	051260	1734834	influenza A virus A/Georgia/12/2022 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Sydney/1304/2022 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Injectable Suspension	2688133	EXACT	auto-linked from EMA 006532		2026-06-12
051260038	051260	1734834	influenza A virus A/Georgia/12/2022 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Sydney/1304/2022 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Injectable Suspension	2688133	EXACT	auto-linked from EMA 006532		2026-06-12
051260040	051260	1734834	influenza A virus A/Georgia/12/2022 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Sydney/1304/2022 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Injectable Suspension	2688133	EXACT	auto-linked from EMA 006532		2026-06-12
051752018	051752	1734834	influenza A virus A/Georgia/12/2022 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Sydney/1304/2022 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Injectable Suspension	2688133	EXACT	auto-linked from EMA 006532		2026-06-12
051752020	051752	1734834	influenza A virus A/Georgia/12/2022 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Sydney/1304/2022 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Injectable Suspension	2688133	EXACT	auto-linked from EMA 006532		2026-06-12
051752032	051752	1734834	influenza A virus A/Georgia/12/2022 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Sydney/1304/2022 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Injectable Suspension	2688133	EXACT	auto-linked from EMA 006532		2026-06-12
051752044	051752	1734834	influenza A virus A/Georgia/12/2022 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Sydney/1304/2022 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Injectable Suspension	2688133	EXACT	auto-linked from EMA 006532		2026-06-12
