ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/07/386/001	19134958	fesoterodine fumarate 4 MG Extended Release Oral Tablet [Toviaz]	845151	EXACT			2025-12-04
EU/1/07/386/002	19134958	fesoterodine fumarate 4 MG Extended Release Oral Tablet [Toviaz]	845151	EXACT			2025-12-04
EU/1/07/386/003	19134958	fesoterodine fumarate 4 MG Extended Release Oral Tablet [Toviaz]	845151	EXACT			2025-12-04
EU/1/07/386/004	19134958	fesoterodine fumarate 4 MG Extended Release Oral Tablet [Toviaz]	845151	EXACT			2025-12-04
EU/1/07/386/005	19134958	fesoterodine fumarate 4 MG Extended Release Oral Tablet [Toviaz]	845151	EXACT			2025-12-04
EU/1/07/386/006	19134960	fesoterodine fumarate 8 MG Extended Release Oral Tablet [Toviaz]	845153	EXACT			2025-12-04
EU/1/07/386/007	19134960	fesoterodine fumarate 8 MG Extended Release Oral Tablet [Toviaz]	845153	EXACT			2025-12-04
EU/1/07/386/008	19134960	fesoterodine fumarate 8 MG Extended Release Oral Tablet [Toviaz]	845153	EXACT			2025-12-04
EU/1/07/386/009	19134960	fesoterodine fumarate 8 MG Extended Release Oral Tablet [Toviaz]	845153	EXACT			2025-12-04
EU/1/07/386/010	19134960	fesoterodine fumarate 8 MG Extended Release Oral Tablet [Toviaz]	845153	EXACT			2025-12-04
EU/1/07/386/011	19134958	fesoterodine fumarate 4 MG Extended Release Oral Tablet [Toviaz]	845151	EXACT			2025-12-04
EU/1/07/386/012	19134960	fesoterodine fumarate 8 MG Extended Release Oral Tablet [Toviaz]	845153	EXACT			2025-12-04
EU/1/07/386/013	19134958	fesoterodine fumarate 4 MG Extended Release Oral Tablet [Toviaz]	845151	EXACT			2025-12-04
EU/1/07/386/014	19134958	fesoterodine fumarate 4 MG Extended Release Oral Tablet [Toviaz]	845151	EXACT			2025-12-04
EU/1/07/386/015	19134960	fesoterodine fumarate 8 MG Extended Release Oral Tablet [Toviaz]	845153	EXACT			2025-12-04
EU/1/07/386/016	19134960	fesoterodine fumarate 8 MG Extended Release Oral Tablet [Toviaz]	845153	EXACT			2025-12-04
EU/1/07/386/017	19134958	fesoterodine fumarate 4 MG Extended Release Oral Tablet [Toviaz]	845151	EXACT			2025-12-04
EU/1/07/386/018	19134960	fesoterodine fumarate 8 MG Extended Release Oral Tablet [Toviaz]	845153	EXACT			2025-12-04
EU/1/07/386/019	19134958	fesoterodine fumarate 4 MG Extended Release Oral Tablet [Toviaz]	845151	EXACT			2025-12-04
EU/1/07/386/020	19134960	fesoterodine fumarate 8 MG Extended Release Oral Tablet [Toviaz]	845153	EXACT			2025-12-04
