ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/00/142/004	EMEA/H/C/000308	100 U/ml	Suspension for injection	Subcutaneous use	Penfill cartridge 3.0 ml (glass)	5 cartridges		novomix	NovoMix 30	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/005	EMEA/H/C/000308	100 U/ml	Suspension for injection	Subcutaneous use	Penfill cartridge 3.0 ml (glass)	10 cartridges		novomix	NovoMix 30	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/009	EMEA/H/C/000308	100 U/ml	Suspension for injection	Subcutaneous use	FlexPen cartridge 3.0 ml (glass) in pre-filled pen	5 pre-filled pens		novomix	NovoMix 30	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/010	EMEA/H/C/000308	100 U/ml	Suspension for injection	Subcutaneous use	FlexPen cartridge 3.0 ml (glass) in pre-filled pen	10 pre-filled pens		novomix	NovoMix 30	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/011	EMEA/H/C/000308	100 U/ml	Suspension for injection	Subcutaneous use	Penfill cartridge 3.0 ml (glass)	1 cartridge		novomix	NovoMix 50	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/012	EMEA/H/C/000308	100 U/ml	Suspension for injection	Subcutaneous use	Penfill cartridge 3.0 ml (glass)	5 cartridges		novomix	NovoMix 50	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/013	EMEA/H/C/000308	100 U/ml	Suspension for injection	Subcutaneous use	Penfill cartridge 3.0 ml (glass)	10 cartridges		novomix	NovoMix 50	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/014	EMEA/H/C/000308	100 U/ml	Suspension for injection	Subcutaneous use	FlexPen cartridge 3.0 ml (glass) in pre-filled pen	1 pre-filled pen		novomix	NovoMix 50	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/015	EMEA/H/C/000308	100 U/ml	Suspension for injection	Subcutaneous use	FlexPen cartridge 3.0 ml (glass) in pre-filled pen	5 pre-filled pens		novomix	NovoMix 50	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/016	EMEA/H/C/000308	100 U/ml	Suspension for injection	Subcutaneous use	FlexPen cartridge 3.0 ml (glass) in pre-filled pen	10 pre-filled pens		novomix	NovoMix 50	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/017	EMEA/H/C/000308	100 U/ml	Suspension for injection				Glass cartridge, N1		NovoMix	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/018	EMEA/H/C/000308	100 U/ml	Suspension for injection				Glass cartridge, N5		NovoMix	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/019	EMEA/H/C/000308	100 U/ml	Suspension for injection				Glass cartridge, N10		NovoMix	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/020	EMEA/H/C/000308	100 U/ml	Suspension for injection				Cartridge in pre-filled pen, N1		NovoMix	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/021	EMEA/H/C/000308	100 U/ml	Suspension for injection				Cartridge in pre-filled pen, N5		NovoMix	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/022	EMEA/H/C/000308	100 U/ml	Suspension for injection				Cartridge in pre-filled pen, N10		NovoMix	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/023	EMEA/H/C/000308	100 U/ml	Suspension for injection	Subcutaneous use	FlexPen cartridge 3.0 ml (glass) in pre-filled pen	1 pre-filled pen		novomix	NovoMix 30	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/024	EMEA/H/C/000308	100 U/ml	Suspension for injection	Subcutaneous use	FlexPen cartridge 3.0 ml (glass) in pre-filled pen	1 pre-filled pen + 7 NovoFine needles		novomix	NovoMix 30	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
EU/1/00/142/025	EMEA/H/C/000308	100 U/ml	Suspension for injection	Subcutaneous use	FlexPen cartridge 3.0 ml (glass) in pre-filled pen	1 pre-filled pen + 7 NovoTwist needles		novomix	NovoMix 30	EU/1/00/142	insulin aspart	insulin aspart	A10AD05	Novo Nordisk A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/novomix	Authorised
