codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
037379017	037379	19071160	perflutren	283753	EXACT	auto-linked from EMA 000654		2026-06-12
037379029	037379	19071160	perflutren	283753	EXACT	auto-linked from EMA 000654		2026-06-12
