product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
22-0141-01	Trederol 10000 IU film-coated tablets	22-0141	25-JUL-22	EE/H/0428/002	10000 IU	Film-coated tablet	10000 IU	Carton box, PVC/PVDC/Al blister, N10	10
22-0141-02	Trederol 10000 IU film-coated tablets	22-0141	25-JUL-22	EE/H/0428/002	10000 IU	Film-coated tablet	10000 IU	Carton box, PVC/PVDC/Al blister, N20	20
22-0142-01	Trederol 20000 IU film-coated tablets	22-0142	25-JUL-22	EE/H/0428/003	20000 IU	Film-coated tablet	20000 IU	Carton box, PVC/PVDC/Al blister, N4	4
22-0142-02	Trederol 20000 IU film-coated tablets	22-0142	25-JUL-22	EE/H/0428/003	20000 IU	Film-coated tablet	20000 IU	Carton box, PVC/PVDC/Al blister, N10	10
22-0142-03	Trederol 20000 IU film-coated tablets	22-0142	25-JUL-22	EE/H/0428/003	20000 IU	Film-coated tablet	20000 IU	Carton box, PVC/PVDC/Al blister, N20	20
