codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
037023013	037023	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
037023025	037023	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
037023049	037023	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
037023052	037023	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
037023064	037023	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
037023076	037023	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
037129018	037129	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
040651010	040651	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
040651022	040651	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
042728016	042728	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
042728028	042728	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
042728030	042728	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
045312016	045312	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
045312028	045312	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
045368014	045368	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
045368026	045368	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
045368038	045368	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
045368040	045368	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
050323017	050323	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
050323029	050323	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
050323031	050323	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
050323043	050323	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
050323056	050323	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
050323068	050323	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
050324019	050324	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
050324021	050324	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
050324033	050324	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
050324045	050324	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
050324058	050324	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
050324060	050324	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
051093019	051093	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
051093021	051093	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
051093033	051093	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
051093045	051093	43193155	colistimethate 125 MG Dry Powder Inhaler [Colobreathe]	OMOP476905	EXACT	auto-linked from EMA 001225		2026-06-12
