ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/13/844/001	43013928	alogliptin 6.25 MG Oral Tablet	1368018	EXACT			2025-12-04
EU/1/13/844/002	43013928	alogliptin 6.25 MG Oral Tablet	1368018	EXACT			2025-12-04
EU/1/13/844/003	43013928	alogliptin 6.25 MG Oral Tablet	1368018	EXACT			2025-12-04
EU/1/13/844/004	43013928	alogliptin 6.25 MG Oral Tablet	1368018	EXACT			2025-12-04
EU/1/13/844/005	43013928	alogliptin 6.25 MG Oral Tablet	1368018	EXACT			2025-12-04
EU/1/13/844/006	43013928	alogliptin 6.25 MG Oral Tablet	1368018	EXACT			2025-12-04
EU/1/13/844/007	43013928	alogliptin 6.25 MG Oral Tablet	1368018	EXACT			2025-12-04
EU/1/13/844/008	43013928	alogliptin 6.25 MG Oral Tablet	1368018	EXACT			2025-12-04
EU/1/13/844/009	43013928	alogliptin 6.25 MG Oral Tablet	1368018	EXACT			2025-12-04
EU/1/13/844/010	43013911	alogliptin 12.5 MG Oral Tablet	1368034	EXACT			2025-12-04
EU/1/13/844/011	43013911	alogliptin 12.5 MG Oral Tablet	1368034	EXACT			2025-12-04
EU/1/13/844/012	43013911	alogliptin 12.5 MG Oral Tablet	1368034	EXACT			2025-12-04
EU/1/13/844/013	43013911	alogliptin 12.5 MG Oral Tablet	1368034	EXACT			2025-12-04
EU/1/13/844/014	43013911	alogliptin 12.5 MG Oral Tablet	1368034	EXACT			2025-12-04
EU/1/13/844/015	43013911	alogliptin 12.5 MG Oral Tablet	1368034	EXACT			2025-12-04
EU/1/13/844/016	43013911	alogliptin 12.5 MG Oral Tablet	1368034	EXACT			2025-12-04
EU/1/13/844/017	43013911	alogliptin 12.5 MG Oral Tablet	1368034	EXACT			2025-12-04
EU/1/13/844/018	43013911	alogliptin 12.5 MG Oral Tablet	1368034	EXACT			2025-12-04
EU/1/13/844/019	43013924	alogliptin 25 MG Oral Tablet	1368006	EXACT			2025-12-04
EU/1/13/844/020	43013924	alogliptin 25 MG Oral Tablet	1368006	EXACT			2025-12-04
EU/1/13/844/021	43013924	alogliptin 25 MG Oral Tablet	1368006	EXACT			2025-12-04
EU/1/13/844/022	43013924	alogliptin 25 MG Oral Tablet	1368006	EXACT			2025-12-04
EU/1/13/844/023	43013924	alogliptin 25 MG Oral Tablet	1368006	EXACT			2025-12-04
EU/1/13/844/024	43013924	alogliptin 25 MG Oral Tablet	1368006	EXACT			2025-12-04
EU/1/13/844/025	43013924	alogliptin 25 MG Oral Tablet	1368006	EXACT			2025-12-04
EU/1/13/844/026	43013924	alogliptin 25 MG Oral Tablet	1368006	EXACT			2025-12-04
EU/1/13/844/027	43013924	alogliptin 25 MG Oral Tablet	1368006	EXACT			2025-12-04
EU/1/13/844/028	43013928	alogliptin 6.25 MG Oral Tablet	1368018	EXACT			2025-12-04
EU/1/13/844/029	43013911	alogliptin 12.5 MG Oral Tablet	1368034	EXACT			2025-12-04
EU/1/13/844/030	43013924	alogliptin 25 MG Oral Tablet	1368006	EXACT			2025-12-04
