product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
EU/1/11/699/001	Fampyra	EU/1/11/699/001	20-JUL-11	EMEA/H/C/002097	10 mg	Prolonged-release tablet	10 mg	HDPE bottle, N28	28
EU/1/11/699/002	Fampyra	EU/1/11/699/002	20-JUL-11	EMEA/H/C/002097	10 mg	Prolonged-release tablet	10 mg	HDPE bottle, N56	56
EU/1/11/699/003	Fampyra	EU/1/11/699/003	27-SEP-11	EMEA/H/C/002097	10 mg	Prolonged-release tablet	10 mg	Al/Al blister, N28	28
EU/1/11/699/004	Fampyra	EU/1/11/699/004	27-SEP-11	EMEA/H/C/002097	10 mg	Prolonged-release tablet	10 mg	Al/Al blister, N56	56
EU/1/11/699/004-P01	Fampyra	EU/1/11/699/004-P01	27-SEP-11	EMEA/H/C/002097	10 mg	Prolonged-release tablet	10 mg	Al/Al blister, N56	56
