ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/13/824/001	40222862	memantine hydrochloride 5 MG Oral Tablet	996571	EXACT			2025-12-04
EU/1/13/824/002	40222862	memantine hydrochloride 5 MG Oral Tablet	996571	EXACT			2025-12-04
EU/1/13/824/003	40222834	memantine hydrochloride 10 MG Oral Tablet	996561	EXACT			2025-12-04
EU/1/13/824/004	40222834	memantine hydrochloride 10 MG Oral Tablet	996561	EXACT			2025-12-04
EU/1/13/824/005	40222834	memantine hydrochloride 10 MG Oral Tablet	996561	EXACT			2025-12-04
EU/1/13/824/006	40222834	memantine hydrochloride 10 MG Oral Tablet	996561	EXACT			2025-12-04
EU/1/13/824/007	40222834	memantine hydrochloride 10 MG Oral Tablet	996561	EXACT			2025-12-04
EU/1/13/824/008	40222834	memantine hydrochloride 10 MG Oral Tablet	996561	EXACT			2025-12-04
EU/1/13/824/009	40222834	memantine hydrochloride 10 MG Oral Tablet	996561	EXACT			2025-12-04
EU/1/13/824/010	40222834	memantine hydrochloride 10 MG Oral Tablet	996561	EXACT			2025-12-04
EU/1/13/824/011	40222842	memantine hydrochloride 15 MG Oral Tablet	996748	EXACT			2025-12-04
EU/1/13/824/012	40222842	memantine hydrochloride 15 MG Oral Tablet	996748	EXACT			2025-12-04
EU/1/13/824/013	40222842	memantine hydrochloride 15 MG Oral Tablet	996748	EXACT			2025-12-04
EU/1/13/824/014	40222850	memantine hydrochloride 20 MG Oral Tablet	996752	EXACT			2025-12-04
EU/1/13/824/015	40222850	memantine hydrochloride 20 MG Oral Tablet	996752	EXACT			2025-12-04
EU/1/13/824/016	40222850	memantine hydrochloride 20 MG Oral Tablet	996752	EXACT			2025-12-04
EU/1/13/824/017	40222850	memantine hydrochloride 20 MG Oral Tablet	996752	EXACT			2025-12-04
EU/1/13/824/018	40703277	{(Memantine hydrochloride 10 MG Oral Tablet) / (Memantine hydrochloride 15 MG Oral Tablet) / (Memantine hydrochloride 20 MG Oral Tablet) / (Memantine hydrochloride 5 MG Oral Tablet) } Pack [Nemdatine]	OMOP4754521	EXACT			2026-03-11
EU/1/13/824/019	40222834	memantine hydrochloride 10 MG Oral Tablet	996561	EXACT			2025-12-04
EU/1/13/824/020	40222850	memantine hydrochloride 20 MG Oral Tablet	996752	EXACT			2025-12-04
EU/1/13/824/021	40703277	{(Memantine hydrochloride 10 MG Oral Tablet) / (Memantine hydrochloride 15 MG Oral Tablet) / (Memantine hydrochloride 20 MG Oral Tablet) / (Memantine hydrochloride 5 MG Oral Tablet) } Pack [Nemdatine]	OMOP4754521	EXACT			2026-03-11
EU/1/13/824/022	40222834	memantine hydrochloride 10 MG Oral Tablet	996561	EXACT			2025-12-04
EU/1/13/824/023	40222834	memantine hydrochloride 10 MG Oral Tablet	996561	EXACT			2025-12-04
EU/1/13/824/024	40222834	memantine hydrochloride 10 MG Oral Tablet	996561	EXACT			2025-12-04
EU/1/13/824/025	40222850	memantine hydrochloride 20 MG Oral Tablet	996752	EXACT			2025-12-04
EU/1/13/824/026	40222850	memantine hydrochloride 20 MG Oral Tablet	996752	EXACT			2025-12-04
EU/1/13/824/027	40222850	memantine hydrochloride 20 MG Oral Tablet	996752	EXACT			2025-12-04
