ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/25/2003/001	EMEA/H/C/006184	200 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)		14 tablets	Inluriyo
EU/1/25/2003/002	EMEA/H/C/006184	200 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)		28 tablets	Inluriyo
EU/1/25/2003/003	EMEA/H/C/006184	200 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)		42 tablets	Inluriyo
EU/1/25/2003/004	EMEA/H/C/006184	200 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)		56 tablets	Inluriyo
EU/1/25/2003/005	EMEA/H/C/006184	200 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)		70 tablets	Inluriyo
EU/1/25/2003/006	EMEA/H/C/006184	200 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)		168 tablets	Inluriyo
