ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/18/1341/001	EMEA/H/C/004916	150 mg	Powder for concentrate for solution for infusion	Intravenous use	vial (glass)	150 mg	1 vial	Ogivri
EU/1/18/1341/002	EMEA/H/C/004916	420 mg	Powder for concentrate for solution for infusion	Intravenous use	vial (glass)	420 mg	1 vial	Ogivri
