cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
600699	60811	IOMERON 400 MG IODO/ML SOLUCIÓN INYECTABLE	Iodo (Iomeprol) 400 mg/ml inyectable 500 ml	400 mg/ml	Frasco	1	frasco perfusión	IOMEPROL 400 mg	VÍA INTRAARTERIAL|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE	V08AB10 - Iomeprol	BRACCO IMAGING S.P.A.	0	0	0
607456	60810	IOMERON 350 MG IODO/ML SOLUCIÓN INYECTABLE	Iodo (Iomeprol) 350 mg/ml inyectable 500 ml	350 mg/ml	Frasco	1	frasco perfusión	IOMEPROL 350 mg	VÍA INTRAARTERIAL|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE	V08AB10 - Iomeprol	BRACCO IMAGING S.P.A.	0	0	0
607458	60811	IOMERON 400 MG IODO/ML SOLUCIÓN INYECTABLE	Iodo (Iomeprol) 400 mg/ml inyectable 500 ml	400 mg/ml	Frasco	1	frasco perfusión	IOMEPROL 400 mg	VÍA INTRAARTERIAL|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE	V08AB10 - Iomeprol	BRACCO IMAGING S.P.A.	0	0	0
682740	60811	IOMERON 400 MG IODO/ML SOLUCIÓN INYECTABLE	Iodo (Iomeprol) 400 mg/ml inyectable 100 ml	400 mg/ml	Frasco	1	frasco perfusión	IOMEPROL 400 mg	VÍA INTRAARTERIAL|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE	V08AB10 - Iomeprol	BRACCO IMAGING S.P.A.	0	0	0
682757	60810	IOMERON 350 MG IODO/ML SOLUCIÓN INYECTABLE	Iodo (Iomeprol) 350 mg/ml inyectable 200 ml	350 mg/ml	Frasco	1	frasco perfusión	IOMEPROL 350 mg	VÍA INTRAARTERIAL|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE	V08AB10 - Iomeprol	BRACCO IMAGING S.P.A.	0	0	0
682765	60810	IOMERON 350 MG IODO/ML SOLUCIÓN INYECTABLE	Iodo (Iomeprol) 350 mg/ml inyectable 100 ml	350 mg/ml	Frasco	1	frasco perfusión	IOMEPROL 350 mg	VÍA INTRAARTERIAL|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE	V08AB10 - Iomeprol	BRACCO IMAGING S.P.A.	0	0	0
682773	60809	IOMERON 300 MG IODO/ML SOLUCIÓN INYECTABLE	Iodo (Iomeprol) 300 mg/ml inyectable 100 ml	300 mg/ml	Frasco	1	frasco perfusión	IOMEPROL 300 mg	VÍA INTRAARTERIAL|VÍA INTRATECAL|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE	V08AB10 - Iomeprol	BRACCO IMAGING S.P.A.	0	0	0
682781	60809	IOMERON 300 MG IODO/ML SOLUCIÓN INYECTABLE	Iodo (Iomeprol) 300 mg/ml inyectable 50 ml	300 mg/ml	Frasco	1	frasco perfusión	IOMEPROL 300 mg	VÍA INTRAARTERIAL|VÍA INTRATECAL|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE	V08AB10 - Iomeprol	BRACCO IMAGING S.P.A.	0	0	0
682807	60808	IOMERON 250 MG IODO/ML SOLUCIÓN INYECTABLE	Iodo (Iomeprol) 250 mg/ml inyectable 100 ml	250 mg/ml	Frasco	1	frasco perfusión	IOMEPROL 250 mg	VÍA INTRAARTERIAL|VÍA INTRATECAL|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE	V08AB10 - Iomeprol	BRACCO IMAGING S.P.A.	0	0	0
682823	60807	IOMERON 200 MG IODO/ML SOLUCIÓN INYECTABLE	Iodo (Iomeprol) 200 mg/ml inyectable 100 ml	200 mg/ml	Frasco	1	frasco perfusión	IOMEPROL 200 mg	VÍA INTRAARTERIAL|VÍA INTRATECAL|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE	V08AB10 - Iomeprol	BRACCO IMAGING S.P.A.	0	0	0
