ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/17/1216/001	EMEA/H/C/004279	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 ml (40 mg/0.8 ml)	1 pre-filled syringe + 2 alcohol pads	imraldi	Imraldi	EU/1/17/1216	adalimumab	adalimumab	L04AB04	Samsung Bioepis NL B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/imraldi	Authorised
EU/1/17/1216/002	EMEA/H/C/004279	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 ml (40mg/0.8 ml)	2 pre-filled syringes + 2 alcohol pads	imraldi	Imraldi	EU/1/17/1216	adalimumab	adalimumab	L04AB04	Samsung Bioepis NL B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/imraldi	Authorised
EU/1/17/1216/003	EMEA/H/C/004279	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 ml (40 mg/0.8 ml)	4 pre-filled syringes + 4 alcohol pads	imraldi	Imraldi	EU/1/17/1216	adalimumab	adalimumab	L04AB04	Samsung Bioepis NL B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/imraldi	Authorised
EU/1/17/1216/004	EMEA/H/C/004279	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 ml (40 mg/0.8 ml)	6 pre-filled syringes + 6 alcohol pads	imraldi	Imraldi	EU/1/17/1216	adalimumab	adalimumab	L04AB04	Samsung Bioepis NL B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/imraldi	Authorised
EU/1/17/1216/005	EMEA/H/C/004279	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.8 ml (40 mg/0.8 ml)	1 pre-filled pen + 2 alcohol pads	imraldi	Imraldi	EU/1/17/1216	adalimumab	adalimumab	L04AB04	Samsung Bioepis NL B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/imraldi	Authorised
EU/1/17/1216/006	EMEA/H/C/004279	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.8 ml (40 mg/0.8 ml)	2 pre-filled pens + 2 alcohol pads	imraldi	Imraldi	EU/1/17/1216	adalimumab	adalimumab	L04AB04	Samsung Bioepis NL B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/imraldi	Authorised
EU/1/17/1216/007	EMEA/H/C/004279	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.8 ml (40mg/0.8 ml)	4 pre-filled pens + 4 alcohol pads	imraldi	Imraldi	EU/1/17/1216	adalimumab	adalimumab	L04AB04	Samsung Bioepis NL B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/imraldi	Authorised
EU/1/17/1216/008	EMEA/H/C/004279	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.8 ml (40 mg/0.8 ml)	6 pre-filled pens + 6 alcohol pads	imraldi	Imraldi	EU/1/17/1216	adalimumab	adalimumab	L04AB04	Samsung Bioepis NL B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/imraldi	Authorised
EU/1/17/1216/009	EMEA/H/C/004279	40 mg/ 0.8 ml	Solution for injection	Subcutaneous use	vial (glass)	0.8 ml (40 mg/0.8 ml)	2 x (1 vial + 1 syringe + 1 needle + 1 vial adapter + 2 alcohol pads)	imraldi	Imraldi	EU/1/17/1216	adalimumab	adalimumab	L04AB04	Samsung Bioepis NL B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/imraldi	Authorised
EU/1/17/1216/010	EMEA/H/C/004279	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.4 ml (40 mg/0.4 ml)	1 pre-filled syringe + 2 alcohol pads	imraldi	Imraldi	EU/1/17/1216	adalimumab	adalimumab	L04AB04	Samsung Bioepis NL B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/imraldi	Authorised
