ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/09/510/001	19101713	follitropin beta 100 UNT/ML Injectable Solution	388909	EXACT	50 IU/0.5 ml vial = 100 UNT/ML		2026-02-12
EU/1/09/510/002	19101713	follitropin beta 100 UNT/ML Injectable Solution	388909	EXACT	50 IU/0.5 ml vial = 100 UNT/ML; different pack size		2026-02-12
EU/1/09/510/003	19101713	follitropin beta 100 UNT/ML Injectable Solution	388909	EXACT	50 IU/0.5 ml vial = 100 UNT/ML; different pack size		2026-02-12
EU/1/09/510/004	1597252	0.5 ML follitropin beta 150 UNT/ML Injection	415314	EXACT	75 IU/0.5 ml vial = 150 UNT/ML		2026-02-12
EU/1/09/510/005	1597252	0.5 ML follitropin beta 150 UNT/ML Injection	415314	EXACT	75 IU/0.5 ml vial = 150 UNT/ML; different pack size		2026-02-12
EU/1/09/510/006	1597252	0.5 ML follitropin beta 150 UNT/ML Injection	415314	EXACT	75 IU/0.5 ml vial = 150 UNT/ML; different pack size		2026-02-12
EU/1/09/510/007	19101715	follitropin beta 200 UNT/ML Injectable Solution	388910	EXACT	100 IU/0.5 ml vial = 200 UNT/ML		2026-02-12
EU/1/09/510/008	19101715	follitropin beta 200 UNT/ML Injectable Solution	388910	EXACT	100 IU/0.5 ml vial = 200 UNT/ML; different pack size		2026-02-12
EU/1/09/510/009	19101715	follitropin beta 200 UNT/ML Injectable Solution	388910	EXACT	100 IU/0.5 ml vial = 200 UNT/ML; different pack size		2026-02-12
EU/1/09/510/010	1597238	0.5 ML follitropin beta 300 UNT/ML Injection	388911	EXACT	150 IU/0.5 ml vial = 300 UNT/ML		2026-02-12
EU/1/09/510/011	1597238	0.5 ML follitropin beta 300 UNT/ML Injection	388911	EXACT	150 IU/0.5 ml vial = 300 UNT/ML; different pack size		2026-02-12
EU/1/09/510/012	1597238	0.5 ML follitropin beta 300 UNT/ML Injection	388911	EXACT	150 IU/0.5 ml vial = 300 UNT/ML; different pack size		2026-02-12
EU/1/09/510/013	19101716	follitropin beta 400 UNT/ML Injectable Solution	388912	EXACT	200 IU/0.5 ml vial = 400 UNT/ML		2026-02-12
EU/1/09/510/014	19101716	follitropin beta 400 UNT/ML Injectable Solution	388912	EXACT	200 IU/0.5 ml vial = 400 UNT/ML; different pack size		2026-02-12
EU/1/09/510/015	19101716	follitropin beta 400 UNT/ML Injectable Solution	388912	EXACT	200 IU/0.5 ml vial = 400 UNT/ML; different pack size		2026-02-12
EU/1/09/510/016	1597239	follitropin beta 833 UNT/ML Injectable Solution	389216	BROAD	150 IU/0.18 ml cartridge = 833 UNT/ML; no 0.18 ML quant cartridge concept available		2026-02-12
EU/1/09/510/017	40162443	0.36 ML follitropin beta 833 UNT/ML Cartridge	854787	EXACT	300 IU/0.36 ml cartridge		2026-02-12
EU/1/09/510/018	40162461	0.72 ML follitropin beta 833 UNT/ML Cartridge	854788	EXACT	600 IU/0.72 ml cartridge		2026-02-12
EU/1/09/510/019	40162395	1.08 ML follitropin beta 833 UNT/ML Cartridge	854790	EXACT	900 IU/1.08 ml cartridge		2026-02-12
