ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/17/1209/001	EMEA/H/C/002770	1.5 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	7 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/002	EMEA/H/C/002770	1.5 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	14 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/003	EMEA/H/C/002770	1.5 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	28 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/004	EMEA/H/C/002770	1.5 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	30 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/005	EMEA/H/C/002770	1.5 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	49 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/006	EMEA/H/C/002770	1.5 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	56 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/007	EMEA/H/C/002770	1.5 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	60 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/008	EMEA/H/C/002770	1.5 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	84 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/009	EMEA/H/C/002770	1.5 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	90 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/010	EMEA/H/C/002770	1.5 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	98 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/011	EMEA/H/C/002770	3 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	7 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/012	EMEA/H/C/002770	3 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	14 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/013	EMEA/H/C/002770	3 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	28 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/014	EMEA/H/C/002770	3 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	30 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/015	EMEA/H/C/002770	3 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	49 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/016	EMEA/H/C/002770	3 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	56 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
EU/1/17/1209/017	EMEA/H/C/002770	3 mg	Capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)	60 capsules		reagila	Reagila	EU/1/17/1209	cariprazine hydrochloride	cariprazine	N05AX15	Gedeon Richter	https://www.ema.europa.eu/en/medicines/human/EPAR/reagila	Authorised
