ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/99/125/001	EMEA/H/C/000287	5 mg	Orodispersible tablet	Oral use	blister (alu/alu)		28 tablets	Zyprexa Velotab
EU/1/99/125/002	EMEA/H/C/000287	10 mg	Orodispersible tablet	Oral use	blister (alu/alu)		28 tablets	Zyprexa Velotab
EU/1/99/125/003	EMEA/H/C/000287	15 mg	Orodispersible tablet	Oral use	blister (alu/alu)		28 tablets	Zyprexa Velotab
EU/1/99/125/004	EMEA/H/C/000287	20 mg	Orodispersible tablet	Oral use	blister (alu/alu)		28 tablets	Zyprexa Velotab
EU/1/99/125/005	EMEA/H/C/000287	5 mg	Orodispersible tablet	Oral use	blister (alu/alu)		56 tablets	Zyprexa Velotab
EU/1/99/125/006	EMEA/H/C/000287	10 mg	Orodispersible tablet	Oral use	blister (alu/alu)		56 tablets	Zyprexa Velotab
EU/1/99/125/007	EMEA/H/C/000287	15 mg	Orodispersible tablet	Oral use	blister (alu/alu)		56 tablets	Zyprexa Velotab
EU/1/99/125/008	EMEA/H/C/000287	20 mg	Orodispersible tablet	Oral use	blister (alu/alu)		56 tablets	Zyprexa Velotab
EU/1/99/125/009	EMEA/H/C/000287	5 mg	Orodispersible tablet	Oral use	blister (alu/alu)		35 tablets	Zyprexa Velotab
EU/1/99/125/010	EMEA/H/C/000287	10 mg	Orodispersible tablet	Oral use	blister (alu/alu)		35 tablets	Zyprexa Velotab
EU/1/99/125/011	EMEA/H/C/000287	15 mg	Orodispersible tablet	Oral use	blister (alu/alu)		35 tablets	Zyprexa Velotab
EU/1/99/125/012	EMEA/H/C/000287	20 mg	Orodispersible tablet	Oral use	blister (alu/alu)		35 tablets	Zyprexa Velotab
EU/1/99/125/013	EMEA/H/C/000287	5 mg	Orodispersible tablet	Oral use	blister (alu/alu)		70 tablets	Zyprexa Velotab
EU/1/99/125/014	EMEA/H/C/000287	10 mg	Orodispersible tablet	Oral use	blister (alu/alu)		70 tablets	Zyprexa Velotab
EU/1/99/125/015	EMEA/H/C/000287	15 mg	Orodispersible tablet	Oral use	blister (alu/alu)		70 tablets	Zyprexa Velotab
EU/1/99/125/016	EMEA/H/C/000287	20 mg	Orodispersible tablet	Oral use	blister (alu/alu)		70 tablets	Zyprexa Velotab
EU/1/99/125/017	EMEA/H/C/000287	5 mg	Orodispersible tablet	Oral use	blister (alu/alu)		98 tablets	Zyprexa Velotab
EU/1/99/125/018	EMEA/H/C/000287	10 mg	Orodispersible tablet	Oral use	blister (alu/alu)		98 tablets	Zyprexa Velotab
EU/1/99/125/019	EMEA/H/C/000287	15 mg	Orodispersible tablet	Oral use	blister (alu/alu)		98 tablets	Zyprexa Velotab
EU/1/99/125/020	EMEA/H/C/000287	20 mg	Orodispersible tablet	Oral use	blister (alu/alu)		98 tablets	Zyprexa Velotab
