ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/07/407/001	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		7 tablets	Sprimeo
EU/1/07/407/002	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		14 tablets	Sprimeo
EU/1/07/407/003	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		28 tablets	Sprimeo
EU/1/07/407/004	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		30 tablets	Sprimeo
EU/1/07/407/005	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		50 tablets	Sprimeo
EU/1/07/407/006	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		56 tablets	Sprimeo
EU/1/07/407/007	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		84 (3x28) tablets (multipack)	Sprimeo
EU/1/07/407/008	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		90 tablets	Sprimeo
EU/1/07/407/009	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		98 (2x49) tablets (multipack)	Sprimeo
EU/1/07/407/010	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		280 (20x14) tablets (multipack)	Sprimeo
EU/1/07/407/011	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		7 tablets	Sprimeo
EU/1/07/407/012	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		14 tablets	Sprimeo
EU/1/07/407/013	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		28 tablets	Sprimeo
EU/1/07/407/014	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		30 tablets	Sprimeo
EU/1/07/407/015	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		50 tablets	Sprimeo
EU/1/07/407/016	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		56 tablets	Sprimeo
EU/1/07/407/017	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		84 (3x28) tablets (multipack)	Sprimeo
EU/1/07/407/018	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		90 (3x30) tablets (multipack)	Sprimeo
EU/1/07/407/019	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		98 (2x49) tablets (multipack)	Sprimeo
EU/1/07/407/020	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		280 (20x14) tablets (multipack)	Sprimeo
EU/1/07/407/021	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		14 tablets	Sprimeo
EU/1/07/407/022	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		28 tablets	Sprimeo
