ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/07/407/023	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		30 tablets	Sprimeo
EU/1/07/407/024	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		50 tablets	Sprimeo
EU/1/07/407/025	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		56 tablets	Sprimeo
EU/1/07/407/026	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC perforated unit-dose)		56 x 1 tablets	Sprimeo
EU/1/07/407/027	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		90 tablets	Sprimeo
EU/1/07/407/028	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		98 tablets	Sprimeo
EU/1/07/407/029	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC perforated unit-dose)		98 (2 x 49 x 1) tablets	Sprimeo
EU/1/07/407/030	EMEA/H/C/000851	150 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		280 (20 x 14) tablets (multipack)	Sprimeo
EU/1/07/407/031	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		14 tablets	Sprimeo
EU/1/07/407/032	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		28 tablets	Sprimeo
EU/1/07/407/033	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		30 tablets	Sprimeo
EU/1/07/407/034	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		50 tablets	Sprimeo
EU/1/07/407/035	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		56 tablets	Sprimeo
EU/1/07/407/036	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC perforated unit-dose)		56 x 1 tablets	Sprimeo
EU/1/07/407/037	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		90 tablets	Sprimeo
EU/1/07/407/038	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		98 tablets	Sprimeo
EU/1/07/407/039	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC perforated unit-dose)		98 (2 x 49 x 1) tablets	Sprimeo
EU/1/07/407/040	EMEA/H/C/000851	300 mg	Film-coated tablet	Oral use	Blister (PCTFE/PVC)		280 (20 x 14) tablets (multipack)	Sprimeo
