ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/05/331/001	EMEA/H/C/000626	2 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		7 patches	Neupro
EU/1/05/331/002	EMEA/H/C/000626	2 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		28 patches	Neupro
EU/1/05/331/004	EMEA/H/C/000626	4 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		7 patches	Neupro
EU/1/05/331/005	EMEA/H/C/000626	4 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		28 patches	Neupro
EU/1/05/331/007	EMEA/H/C/000626	6 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		7 patches	Neupro
EU/1/05/331/008	EMEA/H/C/000626	6 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		28 patches	Neupro
EU/1/05/331/010	EMEA/H/C/000626	8 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		7 patches	Neupro
EU/1/05/331/011	EMEA/H/C/000626	8 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		28 patches	Neupro
EU/1/05/331/013	EMEA/H/C/000626	--	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		28 patches (7x 2mg/24h, 7x 4mg/24h, 7x 6mg/24h, 7x 8mg/24h)	Neupro
EU/1/05/331/015	EMEA/H/C/000626	2 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		30 patches	Neupro
EU/1/05/331/018	EMEA/H/C/000626	2 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		84 patches	Neupro
EU/1/05/331/021	EMEA/H/C/000626	4 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		30 patches	Neupro
EU/1/05/331/024	EMEA/H/C/000626	4 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		84 patches	Neupro
EU/1/05/331/027	EMEA/H/C/000626	6 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		30 patches	Neupro
EU/1/05/331/030	EMEA/H/C/000626	6 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		84 patches	Neupro
EU/1/05/331/033	EMEA/H/C/000626	8 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		30 patches	Neupro
EU/1/05/331/036	EMEA/H/C/000626	8 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		84 patches	Neupro
EU/1/05/331/038	EMEA/H/C/000626	1 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		7 patches	Neupro
EU/1/05/331/040	EMEA/H/C/000626	1 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		28 patches	Neupro
EU/1/05/331/041	EMEA/H/C/000626	1 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		30 patches	Neupro
EU/1/05/331/044	EMEA/H/C/000626	1 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		84 patches	Neupro
EU/1/05/331/047	EMEA/H/C/000626	3 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		7 patches	Neupro
EU/1/05/331/049	EMEA/H/C/000626	3 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		28 patches	Neupro
EU/1/05/331/050	EMEA/H/C/000626	3 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		30 patches	Neupro
EU/1/05/331/053	EMEA/H/C/000626	3 mg/24h	Transdermal patch	Transdermal use	sachet (paper/LDPE/alu/ET copolymer PE/Alu/ ET copolymer/paper)		84 patches	Neupro
