ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/00/161/001	EMEA/H/C/000314	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		1 tablet	Neoclarityn
EU/1/00/161/002	EMEA/H/C/000314	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		2 tablets	Neoclarityn
EU/1/00/161/003	EMEA/H/C/000314	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		3 tablets	Neoclarityn
EU/1/00/161/004	EMEA/H/C/000314	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		5 tablets	Neoclarityn
EU/1/00/161/005	EMEA/H/C/000314	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		7 tablets	Neoclarityn
EU/1/00/161/006	EMEA/H/C/000314	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		10 tablets	Neoclarityn
EU/1/00/161/007	EMEA/H/C/000314	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		14 tablets	Neoclarityn
EU/1/00/161/008	EMEA/H/C/000314	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		15 tablets	Neoclarityn
EU/1/00/161/009	EMEA/H/C/000314	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		20 tablets	Neoclarityn
EU/1/00/161/010	EMEA/H/C/000314	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		21 tablets	Neoclarityn
EU/1/00/161/011	EMEA/H/C/000314	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		30 tablets	Neoclarityn
EU/1/00/161/012	EMEA/H/C/000314	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		50 tablets	Neoclarityn
EU/1/00/161/013	EMEA/H/C/000314	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		100 tablets	Neoclarityn
EU/1/00/161/059	EMEA/H/C/000314	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	30 ml	1 bottle	Neoclarityn
EU/1/00/161/060	EMEA/H/C/000314	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	50 ml	1 bottle	Neoclarityn
EU/1/00/161/061	EMEA/H/C/000314	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	60 ml	1 bottle	Neoclarityn
EU/1/00/161/062	EMEA/H/C/000314	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	100 ml	1 bottle	Neoclarityn
EU/1/00/161/063	EMEA/H/C/000314	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	120 ml	1 bottle	Neoclarityn
EU/1/00/161/064	EMEA/H/C/000314	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	150 ml	1 bottle	Neoclarityn
EU/1/00/161/065	EMEA/H/C/000314	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	225 ml	1 bottle	Neoclarityn
EU/1/00/161/066	EMEA/H/C/000314	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	300 ml	1 bottle	Neoclarityn
EU/1/00/161/067	EMEA/H/C/000314	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + syringe (plastic)	150 ml	1 bottle	Neoclarityn
