ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/09/587/001	19022782	olanzapine 2.5 MG Oral Tablet	200034	EXACT			2025-12-04
EU/1/09/587/002	19022782	olanzapine 2.5 MG Oral Tablet	200034	EXACT			2025-12-04
EU/1/09/587/003	19022782	olanzapine 2.5 MG Oral Tablet	200034	EXACT			2025-12-04
EU/1/09/587/004	19079154	olanzapine 5 MG Oral Tablet	312078	EXACT			2025-12-04
EU/1/09/587/005	19079154	olanzapine 5 MG Oral Tablet	312078	EXACT			2025-12-04
EU/1/09/587/006	19079154	olanzapine 5 MG Oral Tablet	312078	EXACT			2025-12-04
EU/1/09/587/007	19079155	olanzapine 7.5 MG Oral Tablet	312079	EXACT			2025-12-04
EU/1/09/587/008	19079155	olanzapine 7.5 MG Oral Tablet	312079	EXACT			2025-12-04
EU/1/09/587/009	19079155	olanzapine 7.5 MG Oral Tablet	312079	EXACT			2025-12-04
EU/1/09/587/010	785821	olanzapine 10 MG Oral Tablet	314154	EXACT			2025-12-04
EU/1/09/587/011	785821	olanzapine 10 MG Oral Tablet	314154	EXACT			2025-12-04
EU/1/09/587/012	785821	olanzapine 10 MG Oral Tablet	314154	EXACT			2025-12-04
EU/1/09/587/013	19079153	olanzapine 15 MG Oral Tablet	312077	EXACT			2025-12-04
EU/1/09/587/014	19079153	olanzapine 15 MG Oral Tablet	312077	EXACT			2025-12-04
EU/1/09/587/015	19079153	olanzapine 15 MG Oral Tablet	312077	EXACT			2025-12-04
EU/1/09/587/016	785815	olanzapine 20 MG Oral Tablet	283639	EXACT			2025-12-04
EU/1/09/587/017	785815	olanzapine 20 MG Oral Tablet	283639	EXACT			2025-12-04
EU/1/09/587/018	785815	olanzapine 20 MG Oral Tablet	283639	EXACT			2025-12-04
EU/1/09/587/019	785815	olanzapine 20 MG Oral Tablet	283639	EXACT			2025-12-04
EU/1/09/587/020	19022782	olanzapine 2.5 MG Oral Tablet	200034	EXACT			2025-12-04
EU/1/09/587/021	19079154	olanzapine 5 MG Oral Tablet	312078	EXACT			2025-12-04
EU/1/09/587/022	19079155	olanzapine 7.5 MG Oral Tablet	312079	EXACT			2025-12-04
EU/1/09/587/023	785821	olanzapine 10 MG Oral Tablet	314154	EXACT			2025-12-04
EU/1/09/587/024	19079153	olanzapine 15 MG Oral Tablet	312077	EXACT			2025-12-04
EU/1/09/587/025	785815	olanzapine 20 MG Oral Tablet	283639	EXACT			2025-12-04
