ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/24/1815/001	1253134	INSULIN ICODEC	OMOP5556142	BROAD			2025-12-04
EU/1/24/1815/002	1253134	INSULIN ICODEC	OMOP5556142	BROAD			2025-12-04
EU/1/24/1815/003	1253134	INSULIN ICODEC	OMOP5556142	BROAD			2025-12-04
EU/1/24/1815/004	1253134	INSULIN ICODEC	OMOP5556142	BROAD			2025-12-04
EU/1/24/1815/005	1253134	INSULIN ICODEC	OMOP5556142	BROAD			2025-12-04
EU/1/24/1815/006	1253134	INSULIN ICODEC	OMOP5556142	BROAD			2025-12-04
EU/1/24/1815/007	1253134	INSULIN ICODEC	OMOP5556142	BROAD			2025-12-04
EU/1/24/1815/008	1253134	INSULIN ICODEC	OMOP5556142	BROAD			2025-12-04
EU/1/24/1815/009	1253134	INSULIN ICODEC	OMOP5556142	BROAD			2025-12-04
EU/1/24/1815/010	1253134	INSULIN ICODEC	OMOP5556142	BROAD			2025-12-04
EU/1/24/1815/011	1253134	INSULIN ICODEC	OMOP5556142	BROAD			2025-12-04
EU/1/24/1815/012	1253134	INSULIN ICODEC	OMOP5556142	BROAD			2025-12-04
EU/1/24/1815/013	1253134	INSULIN ICODEC	OMOP5556142	BROAD			2025-12-04
EU/1/24/1815/014	1253134	INSULIN ICODEC	OMOP5556142	BROAD			2025-12-04
