cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
722184	83244	CETRAXAL PLUS 3 MG/ML + 0,25 MG/ML GOTAS OTICAS EN SOLUCION EN ENVASE UNIDOSIS	Fluocinolona/Ciprofloxacino 0,25 mg/ml + 3 mg/ml líquido ótico envase unidosis	0,25 mg/ml + 3 mg/ml	Envase unidosis	15	envase uso ótico unidosis	FLUOCINOLONA ACETONIDO 0,25 mg|CIPROFLOXACINO HIDROCLORURO 3 mg	VÍA ÓTICA	GOTAS ÓTICAS EN SOLUCIÓN EN ENVASE UNIDOSIS	S02CA05 - Fluocinolona, acetonido y antiinfecciosos	LABORATORIOS SALVAT S.A.	0	0	0
866079	64655	SYNALOTIC 3 mg/ml + 0,25 mg/ml GOTAS OTICAS EN SOLUCION	Fluocinolona/Ciprofloxacino 0,25 mg/ml + 3 mg/ml líquido ótico	0,25 mg/ml + 3 mg/ml	Frasco	10	ml	FLUOCINOLONA ACETONIDO 0,25 mg|CIPROFLOXACINO HIDROCLORURO 3 mg	VÍA ÓTICA	GOTAS ÓTICAS EN SOLUCIÓN	S02CA05 - Fluocinolona, acetonido y antiinfecciosos	INDUSTRIAL FARMACEUTICA CANTABRIA S.A.	0	0	0
866095	64656	ULTRAMICINA PLUS GOTAS OTICAS EN SOLUCION	Fluocinolona/Ciprofloxacino 0,25 mg/ml + 3 mg/ml líquido ótico	0,25 mg/ml + 3 mg/ml	Envase cuentagotas	10	ml	FLUOCINOLONA ACETONIDO 0,25 mg|CIPROFLOXACINO HIDROCLORURO 3 mg	VÍA ÓTICA	GOTAS ÓTICAS EN SOLUCIÓN	S02CA05 - Fluocinolona, acetonido y antiinfecciosos	LABORATORIOS SALVAT S.A.	0	0	0
866103	64657	CETRAXAL PLUS 3 mg/ml + 0,25 mg/ml  GOTAS ÓTICAS EN SOLUCIÓN	Fluocinolona/Ciprofloxacino 0,25 mg/ml + 3 mg/ml líquido ótico	0,25 mg/ml + 3 mg/ml	Frasco	10	ml	FLUOCINOLONA ACETONIDO 0,25 mg|CIPROFLOXACINO HIDROCLORURO 3 mg	VÍA ÓTICA	GOTAS ÓTICAS EN SOLUCIÓN	S02CA05 - Fluocinolona, acetonido y antiinfecciosos	LABORATORIOS SALVAT S.A.	0	0	0
866228	64658	ACEOTO PLUS 3 mg/ml + 0,25 mg/ml GOTAS ÓTICAS EN SOLUCIÓN	Fluocinolona/Ciprofloxacino 0,25 mg/ml + 3 mg/ml líquido ótico	0,25 mg/ml + 3 mg/ml	Frasco	10	ml	FLUOCINOLONA ACETONIDO 0,25 mg|CIPROFLOXACINO HIDROCLORURO 3 mg	VÍA ÓTICA	GOTAS ÓTICAS EN SOLUCIÓN	S02CA05 - Fluocinolona, acetonido y antiinfecciosos	ZAMBON S.A.U.	0	0	0
