ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/08/486/001	19129179	vildagliptin 50 MG Oral Tablet	757712	EXACT			2025-12-04
EU/1/08/486/002	19129179	vildagliptin 50 MG Oral Tablet	757712	EXACT			2025-12-04
EU/1/08/486/003	19129179	vildagliptin 50 MG Oral Tablet	757712	EXACT			2025-12-04
EU/1/08/486/004	19129179	vildagliptin 50 MG Oral Tablet	757712	EXACT			2025-12-04
EU/1/08/486/005	19129179	vildagliptin 50 MG Oral Tablet	757712	EXACT			2025-12-04
EU/1/08/486/006	19129179	vildagliptin 50 MG Oral Tablet	757712	EXACT			2025-12-04
EU/1/08/486/007	19129179	vildagliptin 50 MG Oral Tablet	757712	EXACT			2025-12-04
EU/1/08/486/008	19129179	vildagliptin 50 MG Oral Tablet	757712	EXACT			2025-12-04
EU/1/08/486/009	19129179	vildagliptin 50 MG Oral Tablet	757712	EXACT			2025-12-04
EU/1/08/486/010	19129179	vildagliptin 50 MG Oral Tablet	757712	EXACT			2025-12-04
EU/1/08/486/011	19129179	vildagliptin 50 MG Oral Tablet	757712	EXACT			2025-12-04
