cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
665250	72234	DORMIREL 12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Doxilamina 12,5 mg comprimido	12,5 mg	Blister	16	comprimido	DOXILAMINA SUCCINATO 12,5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	R06AA09 - Doxilamina	LABORATORIOS CINFA S.A.	0	0	0
665251	72235	DORMIREL FORTE 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Doxilamina 25 mg comprimido	25 mg	Blister	16	comprimido	DOXILAMINA SUCCINATO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	R06AA09 - Doxilamina	LABORATORIOS CINFA S.A.	0	0	0
687015	60154	DORMIDINA DOXILAMINA 12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Doxilamina 12,5 mg comprimido	12,5 mg	Blister	14	comprimido	DOXILAMINA SUCCINATO 12,5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	R06AA09 - Doxilamina	ESTEVE PHARMACEUTICALS S.A.	0	0	0
687016	58658	DORMIDINA DOXILAMINA 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Doxilamina 25 mg comprimido	25 mg	Blister	14	comprimido	DOXILAMINA SUCCINATO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	R06AA09 - Doxilamina	ESTEVE PHARMACEUTICALS S.A.	0	0	0
697270	77280	DOXILAMINA ESTEVE  25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Doxilamina 25 mg comprimido	25 mg	Blister	14	comprimido	DOXILAMINA SUCCINATO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	R06AA09 - Doxilamina	ESTEVE PHARMACEUTICALS S.A.	0	0	0
697272	77281	DOXILAMINA ESTEVE 12,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Doxilamina 12,5 mg comprimido	12,5 mg	Blister	14	comprimido	DOXILAMINA SUCCINATO 12,5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	R06AA09 - Doxilamina	ESTEVE PHARMACEUTICALS S.A.	0	0	0
698059	77517	NORMODORM 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Doxilamina 25 mg comprimido	25 mg	Blister	14	comprimido	DOXILAMINA SUCCINATO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	R06AA09 - Doxilamina	LABORATORIOS NORMON S.A.	0	0	0
698154	77551	DORMIKERN 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Doxilamina 25 mg comprimido	25 mg	Blister	14	comprimido	DOXILAMINA SUCCINATO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	R06AA09 - Doxilamina	KERN PHARMA S.L.	0	0	0
698155	77551	DORMIKERN 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Doxilamina 25 mg comprimido	25 mg	Blister	7	comprimido	DOXILAMINA, HIDROGENOSUCCINATO DE 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	R06AA09 - Doxilamina	KERN PHARMA S.L.	0	0	0
705082	79497	DOXILAMINA AUROVITAS 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Doxilamina 25 mg comprimido	25 mg	Blister	7	comprimido	DOXILAMINA, HIDROGENOSUCCINATO DE 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	R06AA09 - Doxilamina	AUROVITAS SPAIN, S.A.U.	0	0	0
