cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
653754	428 IS 187 F3	HARMONET COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	21	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	WYETH LEDERLE VACCINES	0	0	0	0
653755	428 IS 187 F3	HARMONET COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	63	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	WYETH LEDERLE VACCINES	0	0	0	0
658845	68671	GESTINYL 20/75 microgramos COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	21	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	LABORATORIOS EFFIK S.A.	0	0	0	0
658846	68671	GESTINYL 20/75 microgramos COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	63	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	LABORATORIOS EFFIK S.A.	0	0	0	0
660044	69361	MELTEVA 0,02 mg/ 0,075 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	21	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	G03AA10 - Gestodeno y estrogeno	TEVA PHARMA S.L.U.	0	0	0	0
660045	69361	MELTEVA 0,02 mg/ 0,075 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	63	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	G03AA10 - Gestodeno y estrogeno	TEVA PHARMA S.L.U.	0	0	0	0
660046	69362	TEVALET 0,03 mg/ 0,075 mg COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,03 mg comprimido	0,075 mg/0,03 mg	Blister	21	comprimido	ETINILESTRADIOL 0,03 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	TEVA PHARMA S.L.U.	0	0	0	0
660047	69362	TEVALET 0,03 mg/ 0,075 mg COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,03 mg comprimido	0,075 mg/0,03 mg	Blister	63	comprimido	ETINILESTRADIOL 0,03 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	TEVA PHARMA S.L.U.	0	0	0	0
661985	70316	ETINILESTRADIOL/GESTODENO SANDOZ 0,02 mg/0,075 mg  COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	21	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	SANDOZ FARMACEUTICA S.A.	0	0	0	0
661986	70316	ETINILESTRADIOL/GESTODENO SANDOZ 0,02 mg/0,075 mg  COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	63	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	SANDOZ FARMACEUTICA S.A.	0	0	0	0
662288	61975	HARMONET 0,075 MG/0,02 MG COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	63	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	WYETH FARMA S.A.	0	0	0	0
662296	61975	HARMONET 0,075 MG/0,02 MG COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	21	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	WYETH FARMA S.A.	0	0	0	0
662338	61973	MELIANE 0,075 mg / 0,02 mg COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	63	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	BAYER HISPANIA S.L.	0	0	0	0
662346	61973	MELIANE 0,075 mg / 0,02 mg COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	21	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	BAYER HISPANIA S.L.	0	0	0	0
663918	298 IS 187 F3	MELIANE COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	21	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	BAYER	0	0	0	0
663919	298 IS 187 F3	MELIANE COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	63	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	BAYER	0	0	0	0
677566	BE174124	MELIANE COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	21	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	BAYER	0	0	0	0
677568	BE174124	MELIANE COMPRIMIDOS RECUBIERTOS	Gestodeno/Etinilestradiol 0,075 mg/0,02 mg comprimido	0,075 mg/0,02 mg	Blister	63	comprimido	ETINILESTRADIOL 0,02 mg|GESTODENO 0,075 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	G03AA10 - Gestodeno y estrogeno	BAYER	0	0	0	0
