ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/06/368/013	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous or intravenous use	cartridge (glass)	3 ml	4 cartridges	Insulin Human Winthrop Rapid
EU/1/06/368/014	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous or intravenous use	cartridge (glass)	3 ml	5 cartridges	Insulin Human Winthrop Rapid
EU/1/06/368/015	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous or intravenous use	cartridge (glass)	3 ml	10 cartridges	Insulin Human Winthrop Rapid
EU/1/06/368/020	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	1 vial	Insulin Human Winthrop Basal
EU/1/06/368/021	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	5 vials	Insulin Human Winthrop Basal
EU/1/06/368/022	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridges (glass)	3 ml	4 cartridges	Insulin Human Winthrop Basal
EU/1/06/368/023	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridges (glass)	3 ml	5 cartridges	Insulin Human Winthrop Basal
EU/1/06/368/024	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridges (glass)	3 ml	10 cartridges	Insulin Human Winthrop Basal
EU/1/06/368/029	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	1 vial	Insulin Human Winthrop Comb 15
EU/1/06/368/030	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	5 vials	Insulin Human Winthrop Comb 15
EU/1/06/368/031	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	4 cartridges	Insulin Human Winthrop Comb 15
EU/1/06/368/032	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	5 cartridges	Insulin Human Winthrop Comb 15
EU/1/06/368/033	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	10 cartridges	Insulin Human Winthrop Comb 15
EU/1/06/368/038	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	1 vial	Insulin Human Winthrop Comb 25
EU/1/06/368/039	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	5 vials	Insulin Human Winthrop Comb 25
EU/1/06/368/040	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	4 cartridges	Insulin Human Winthrop Comb 25
EU/1/06/368/041	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	5 cartridges	Insulin Human Winthrop Comb 25
EU/1/06/368/042	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	10 cartridges	Insulin Human Winthrop Comb 25
EU/1/06/368/047	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	1 vial	Insulin Human Winthrop Comb 50
EU/1/06/368/048	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	5 vials	Insulin Human Winthrop Comb 50
EU/1/06/368/049	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	4 cartridges	Insulin Human Winthrop Comb 50
EU/1/06/368/050	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	5 cartridges	Insulin Human Winthrop Comb 50
EU/1/06/368/051	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	10 cartridges	Insulin Human Winthrop Comb 50
EU/1/06/368/056	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous use	vial (glass)	10 ml	3 vials	Insulin Human Winthrop Infusat
EU/1/06/368/057	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous use	cartridge (glass)	3.15 ml	5 cartridges	Insulin Human Winthrop Infusat
EU/1/06/368/088	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous or intravenous use	cartridge (glass)	3 ml	3 cartridges	Insulin Human Winthrop Rapid
EU/1/06/368/089	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridges (glass)	3 ml	3 cartridges	Insulin Human Winthrop Basal
EU/1/06/368/090	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	3 cartridges	Insulin Human Winthrop Comb 15
EU/1/06/368/091	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	3 cartridges	Insulin Human Winthrop Comb 25
EU/1/06/368/092	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	3 cartridges	Insulin Human Winthrop Comb 50
EU/1/06/368/093	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous or intravenous use	cartridge (glass)	3 ml	6 cartridges	Insulin Human Winthrop Rapid
EU/1/06/368/094	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridges (glass)	3 ml	6 cartridges	Insulin Human Winthrop Basal
EU/1/06/368/095	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	6 cartridges	Insulin Human Winthrop Comb 15
EU/1/06/368/096	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	6 cartridges	Insulin Human Winthrop Comb 25
EU/1/06/368/097	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	6 cartridges	Insulin Human Winthrop Comb 50
EU/1/06/368/098	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous or intravenous use	cartridge (glass)	3 ml	9 cartridges	Insulin Human Winthrop Rapid
EU/1/06/368/099	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridges (glass)	3 ml	9 cartridges	Insulin Human Winthrop Basal
EU/1/06/368/100	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	9 cartridges	Insulin Human Winthrop Comb 15
EU/1/06/368/101	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	9 cartridges	Insulin Human Winthrop Comb 25
EU/1/06/368/102	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	9 cartridges	Insulin Human Winthrop Comb 50
EU/1/06/368/113	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	3 pre-filled pens	Insulin Human Winthrop Rapid
EU/1/06/368/114	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	4 pre-filled pens	Insulin Human Winthrop Rapid
EU/1/06/368/115	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	5 pre-filled pens	Insulin Human Winthrop Rapid
EU/1/06/368/116	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	6 pre-filled pens	Insulin Human Winthrop Rapid
EU/1/06/368/117	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	9 pre-filled pens	Insulin Human Winthrop Rapid
EU/1/06/368/118	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	10 pre-filled pens	Insulin Human Winthrop Rapid
EU/1/06/368/119	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	3 pre-filled pens	Insulin Human Winthrop Basal
EU/1/06/368/120	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	4 pre-filled pens	Insulin Human Winthrop Basal
EU/1/06/368/121	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	5 pre-filled pens	Insulin Human Winthrop Basal
EU/1/06/368/122	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	6 pre-filled pens	Insulin Human Winthrop Basal
EU/1/06/368/123	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	9 pre-filled pens	Insulin Human Winthrop Basal
EU/1/06/368/124	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	10 pre-filled pens	Insulin Human Winthrop Basal
EU/1/06/368/125	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	3 pre-filled pens	Insulin Human Winthrop Comb 15
EU/1/06/368/126	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	4 pre-filled pens	Insulin Human Winthrop Comb 15
EU/1/06/368/127	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	5 pre-filled pens	Insulin Human Winthrop Comb 15
EU/1/06/368/128	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	6 pre-filled pens	Insulin Human Winthrop Comb 15
EU/1/06/368/129	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	9 pre-filled pens	Insulin Human Winthrop Comb 15
EU/1/06/368/130	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	10 pre-filled pens	Insulin Human Winthrop Comb 15
EU/1/06/368/131	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	3 pre-filled pens	Insulin Human Winthrop Comb 25
EU/1/06/368/132	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	4 pre-filled pens	Insulin Human Winthrop Comb 25
EU/1/06/368/133	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	5 pre-filled pens	Insulin Human Winthrop Comb 25
EU/1/06/368/134	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	6 pre-filled pens	Insulin Human Winthrop Comb 25
EU/1/06/368/135	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	9 pre-filled pens	Insulin Human Winthrop Comb 25
EU/1/06/368/136	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	10 pre-filled pens	Insulin Human Winthrop Comb 25
EU/1/06/368/137	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	3 pre-filled pens	Insulin Human Winthrop Comb 50
EU/1/06/368/138	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	4 pre-filled pens	Insulin Human Winthrop Comb 50
EU/1/06/368/139	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	5 pre-filled pens	Insulin Human Winthrop Comb 50
EU/1/06/368/140	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	6 pre-filled pens	Insulin Human Winthrop Comb 50
EU/1/06/368/141	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	9 pre-filled pens	Insulin Human Winthrop Comb 50
EU/1/06/368/142	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	10 pre-filled pens	Insulin Human Winthrop Comb 50
EU/1/06/368/143	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	1 vial	Insulin Human Winthrop Comb 30
EU/1/06/368/144	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	5 vials	Insulin Human Winthrop Comb 30
EU/1/06/368/145	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	3 cartridges	Insulin Human Winthrop Comb 30
EU/1/06/368/146	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	4 cartridges	Insulin Human Winthrop Comb 30
EU/1/06/368/147	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	5 cartridges	Insulin Human Winthrop Comb 30
EU/1/06/368/148	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	6 cartridges	Insulin Human Winthrop Comb 30
EU/1/06/368/149	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	9 cartridges	Insulin Human Winthrop Comb 30
EU/1/06/368/150	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	10 cartridges	Insulin Human Winthrop Comb 30
EU/1/06/368/163	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	3 pre-filled pens	Insulin Human Winthrop Comb 30
EU/1/06/368/164	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	4 pre-filled pens	Insulin Human Winthrop Comb 30
EU/1/06/368/165	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	5 pre-filled pens	Insulin Human Winthrop Comb 30
EU/1/06/368/166	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	6 pre-filled pens	Insulin Human Winthrop Comb 30
EU/1/06/368/167	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	9 pre-filled pens	Insulin Human Winthrop Comb 30
EU/1/06/368/168	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (SoloStar)	3 ml	10 pre-filled pens	Insulin Human Winthrop Comb 30
EU/1/06/368/169	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous or intravenous use	vial (glass)	10 ml	1 vial	Insulin Human Winthrop Rapid
EU/1/06/368/170	EMEA/H/C/000761	100 IU/ml	Solution for injection	Subcutaneous or intravenous use	vial (glass)	10 ml	5 vials	Insulin Human Winthrop Rapid
EU/1/06/368/171	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	10 ml	1 vial	Insulin Human Winthrop Basal
EU/1/06/368/172	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	10 ml	5 vials	Insulin Human Winthrop Basal
EU/1/06/368/173	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	10 ml	1 vial	Insulin Human Winthrop Comb 30
EU/1/06/368/174	EMEA/H/C/000761	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	10 ml	5 vials	Insulin Human Winthrop Comb 30
