ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/02/229/001	EMEA/H/C/000427	40 iu/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10 ml (1.4 mg/ml)	1 vial	Actraphane 30
EU/1/02/229/002	EMEA/H/C/000427	40 iu/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10 ml (1.4 mg/ml)	5 vials	Actraphane 30
EU/1/02/229/003	EMEA/H/C/000427	100 iu/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10 ml (3.5 mg/ml)	1 vial	Actraphane 30
EU/1/02/229/004	EMEA/H/C/000427	100 iu/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10 ml (3.5 mg/ml)	5 vials	Actraphane 30
EU/1/02/229/011	EMEA/H/C/000427	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) (Penfill)	3 ml (3.5 mg/ml)	1 cartridge	Actraphane 30
EU/1/02/229/012	EMEA/H/C/000427	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) (Penfill)	3 ml (3.5 mg/ml)	5 cartridges	Actraphane 30
EU/1/02/229/013	EMEA/H/C/000427	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) (Penfill)	3 ml (3.5 mg/ml)	10 cartridges	Actraphane 30
EU/1/02/229/017	EMEA/H/C/000427	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) (Penfill)	3 ml (3.5 mg/ml)	1 cartridge	Actraphane 50
EU/1/02/229/018	EMEA/H/C/000427	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) (Penfill)	3 ml (3.5 mg/ml)	5 cartridges	Actraphane 50
EU/1/02/229/019	EMEA/H/C/000427	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) (Penfill)	3 ml (3.5 mg/ml)	10 cartridges	Actraphane 50
EU/1/02/229/030	EMEA/H/C/000427	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) in pre-filled pen (InnoLet)	3 ml (3.5 mg/ml)	1 pre-filled pen	Actraphane 30
EU/1/02/229/031	EMEA/H/C/000427	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) in pre-filled pen (InnoLet)	3 ml (3.5 mg/ml)	5 pre-filled pens	Actraphane 30
EU/1/02/229/032	EMEA/H/C/000427	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) in pre-filled Pen (InnoLet)	3 ml (3.5 mg/ml)	10 pre-filled pens	Actraphane 30
EU/1/02/229/033	EMEA/H/C/000427	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) in pre-filled pen (FlexPen)	3 ml (3.5 mg/ml)	1 pre-filled pen	Actraphane 30
EU/1/02/229/034	EMEA/H/C/000427	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) in pre-filled pen (FlexPen)	3 ml (3.5 mg/ml)	5 pre-filled pens	Actraphane 30
EU/1/02/229/035	EMEA/H/C/000427	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) in pre-filled pen (FlexPen)	3 ml (3.5 mg/ml)	10 pre-filled pens	Actraphane 30
EU/1/02/229/036	EMEA/H/C/000427	40 iu/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10 ml (1.4 mg/ml)	5 (5 x 1) vials (multipack)	Actraphane 30
EU/1/02/229/037	EMEA/H/C/000427	100 iu/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10 ml (3.5 mg/ml)	5 (5 x 1) vials (multipack)	Actraphane 30
