cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
602517	07383018	JANUVIA 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Sitagliptina 100 mg comprimido	100 mg	Blister	50	comprimido	SITAGLIPTINA FOSFATO MONOHIDRATO 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	A10BH01 - Sitagliptina	MERCK SHARP & DOHME B.V.	0	0	0	0
658764	07383014	JANUVIA 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Sitagliptina 100 mg comprimido	100 mg	Blister	28	comprimido	SITAGLIPTINA FOSFATO MONOHIDRATO 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	A10BH01 - Sitagliptina	MERCK SHARP & DOHME B.V.	0	0	0	0
658766	07383015	JANUVIA 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Sitagliptina 100 mg comprimido	100 mg	Blister	56	comprimido	SITAGLIPTINA FOSFATO MONOHIDRATO 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	A10BH01 - Sitagliptina	MERCK SHARP & DOHME B.V.	0	0	0	0
660856	07382014	XELEVIA 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Sitagliptina 100 mg comprimido	100 mg	Blister	28	comprimido	SITAGLIPTINA 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	A10BH01 - Sitagliptina	MERCK SHARP & DOHME B.V.	0	0	0	0
660857	07382015	XELEVIA 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Sitagliptina 100 mg comprimido	100 mg	Blister	56	comprimido	SITAGLIPTINA 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	A10BH01 - Sitagliptina	MERCK SHARP & DOHME B.V.	0	0	0	0
660858	07435014	TESAVEL 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Sitagliptina 100 mg comprimido	100 mg	Blister	28	comprimido	SITAGLIPTINA 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	A10BH01 - Sitagliptina	MERCK SHARP & DOHME B.V.	0	0	0	0
660859	07435015	TESAVEL 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Sitagliptina 100 mg comprimido	100 mg	Blister	56	comprimido	SITAGLIPTINA 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	A10BH01 - Sitagliptina	MERCK SHARP & DOHME B.V.	0	0	0	0
665870	10621014	RISTABEN 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Sitagliptina 100 mg comprimido	100 mg	Blister	28	comprimido	SITAGLIPTINA FOSFATO MONOHIDRATO 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	A10BH01 - Sitagliptina	MERCK SHARP & DOHME B.V.	0	0	0	0
665871	10621015	RISTABEN 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Sitagliptina 100 mg comprimido	100 mg	Blister	56	comprimido	SITAGLIPTINA FOSFATO MONOHIDRATO 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	A10BH01 - Sitagliptina	MERCK SHARP & DOHME B.V.	0	0	0	0
688968	07383008	JANUVIA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Sitagliptina 50 mg comprimido	50 mg	Blister	28	comprimido	SITAGLIPTINA 50 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	A10BH01 - Sitagliptina	MERCK SHARP & DOHME B.V.	0	0	0	0
