ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/11/691/001	EMEA/H/C/002148	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		10 tablets	Eliquis
EU/1/11/691/002	EMEA/H/C/002148	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		20 tablets	Eliquis
EU/1/11/691/003	EMEA/H/C/002148	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		60 tablets	Eliquis
EU/1/11/691/004	EMEA/H/C/002148	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		60 x 1 tablets (unit dose)	Eliquis
EU/1/11/691/005	EMEA/H/C/002148	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		100 x 1 tablets (unit dose)	Eliquis
EU/1/11/691/006	EMEA/H/C/002148	5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		14 tablets	Eliquis
EU/1/11/691/007	EMEA/H/C/002148	5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		20 tablets	Eliquis
EU/1/11/691/008	EMEA/H/C/002148	5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		56 tablets	Eliquis
EU/1/11/691/009	EMEA/H/C/002148	5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		60 tablets	Eliquis
EU/1/11/691/010	EMEA/H/C/002148	5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		100 x 1 tablets (unit dose)	Eliquis
EU/1/11/691/011	EMEA/H/C/002148	5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		168 tablets	Eliquis
EU/1/11/691/012	EMEA/H/C/002148	5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		200 tablets	Eliquis
EU/1/11/691/013	EMEA/H/C/002148	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		168 tablets	Eliquis
EU/1/11/691/014	EMEA/H/C/002148	5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		28 tablets	Eliquis
EU/1/11/691/015	EMEA/H/C/002148	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		200 tablets	Eliquis
EU/1/11/691/016	EMEA/H/C/002148	0.15 mg	Granules in capsule for opening	Oral use	bottle (HDPE)		28 capsules	Eliquis
EU/1/11/691/017	EMEA/H/C/002148	0.5 mg	Coated granules	Oral use	sachet (PET/alu/PE)		28 sachets	Eliquis
EU/1/11/691/018	EMEA/H/C/002148	1.5 mg	Coated granules	Oral use	sachet (PET/alu/PE)		28 sachets	Eliquis
EU/1/11/691/019	EMEA/H/C/002148	2 mg	Coated granules	Oral use	sachet (PET/alu/PE)		28 sachets	Eliquis
EU/1/11/691/020	EMEA/H/C/002148	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		56 tablets	Eliquis
