cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
761122	40544	GAMALATE B (6) SOLUCION ORAL	Gaba/Glutamato de magnesio/Gabob/Piridoxina 25 mg/ml + 25  mg/ml + 10 mg/ml + 10 mg/ml solución/suspensión oral	25 mg/ml + 25 mg/ml + 10 mg/ml + 10 mg/m	Frasco	80	ml	G-AMINOBUTIRICO ACIDO 25 mg|GLUTAMATO MAGNESIO HIDROBROMURO 25 mg|G-AMINO-B-HIDROXIBUTIRICO ACIDO 10 mg|PIRIDOXINA HIDROCLORURO 10 mg	VÍA ORAL	SOLUCIÓN ORAL	N06BX - Otros psicoestimulantes y nootropicos	FERRER INTERNACIONAL S.A.	0	0	0
761130	40545	GAMALATE B (6) COMPRIMIDOS RECUBIERTOS	Gaba/Glutamato de magnesio/Gabob/Piridoxina 75 mg/75 mg/37 mg/37 mg comprimido	75 mg/75 mg/37 mg/37 mg	Blister	60	comprimido	G-AMINOBUTIRICO ACIDO 75 mg|GLUTAMATO MAGNESIO HIDROBROMURO 75 mg|G-AMINO-B-HIDROXIBUTIRICO ACIDO 37 mg|PIRIDOXINA HIDROCLORURO 37 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	N06BX - Otros psicoestimulantes y nootropicos	FERRER INTERNACIONAL S.A.	0	0	0
