ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/19/1394/001	EMEA/H/C/005114	50 mg	Powder for solution for infusion	Intravenous use	vial (glass)		10 vials	Tigecycline Accord
EU/1/19/1394/002	EMEA/H/C/005114	50 mg	Powder for solution for infusion	Intravenous use	vial (glass)		1 vial	Tigecycline Accord
