ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/02/236/001	EMEA/H/C/000439	40 IU/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10ml (1.4 mg/ml)	1 vial	Ultratard
EU/1/02/236/002	EMEA/H/C/000439	40 IU/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10 ml (1.4 mg/ml)	5 vials	Ultratard
EU/1/02/236/003	EMEA/H/C/000439	100 IU/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10ml (3.5 mg/ml)	1 vial	Ultratard
EU/1/02/236/004	EMEA/H/C/000439	100 IU/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10 ml (3.5 mg/ml)	5 vials	Ultratard
