ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/21/1623/001	EMEA/H/C/004975	300 mg	Concentrate for solution for infusion	Intravenous use	vial (glass)	2 ml (150 mg/ml)	1 vial	Saphnelo
EU/1/21/1623/002	EMEA/H/C/004975	120 mg	Solution for injection	Subcutaneous use	Pre-filled syringe (glass)	0.8 ml (150 mg/ml)	1 pre-filled syringe	Saphnelo
EU/1/21/1623/003	EMEA/H/C/004975	120 mg	Solution for injection	Subcutaneous use	Pre-filled syringe (glass) in pre-filled pen	0.8 ml (150 mg/ml)	1 pre-filled pen	Saphnelo
EU/1/21/1623/004	EMEA/H/C/004975	120 mg	Solution for injection	Subcutaneous use	Pre-filled syringe (glass) in pre-filled pen	0.8 ml (150 mg/ml)	4 pre-filled pens	Saphnelo
EU/1/21/1623/005	EMEA/H/C/004975	120 mg	Solution for injection	Subcutaneous use	Pre-filled syringe (glass) in pre-filled pen	0.8 ml (150 mg/ml)	12 (3 packs of 4) pre-filled pens (multipack)	Saphnelo
