product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
17-0180-01	Neiratax 100 mg/100 mg/1 mg/20 mg/2 ml solution for injection	17-0180	25-MAR-22	EE/H/0239/001	100 mg/100 mg/1 mg/20 mg/2 ml	Solution for injection	2 ml	Carton box, Glass ampoule, N5	5
17-0180-02	Neiratax 100 mg/100 mg/1 mg/20 mg/2 ml solution for injection	17-0180	25-MAR-22	EE/H/0239/001	100 mg/100 mg/1 mg/20 mg/2 ml	Solution for injection	2 ml	Carton box, Glass ampoule, N10	10
17-0180-03	Neiratax 100 mg/100 mg/1 mg/20 mg/2 ml solution for injection	17-0180	25-MAR-22	EE/H/0239/001	100 mg/100 mg/1 mg/20 mg/2 ml	Solution for injection	2 ml	Carton box, Glass ampoule, N25	25
