codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
043172016	043172	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
043172028	043172	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
043172030	043172	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
043172042	043172	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
043172055	043172	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
043172067	043172	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
043172079	043172	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
043172081	043172	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
043172093	043172	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
043172105	043172	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
043172117	043172	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
043379015	043379	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
043379027	043379	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
043379039	043379	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
043379041	043379	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
043379054	043379	1738165	efavirenz 600 MG Oral Tablet	349477	EXACT	auto-linked from EMA 002352		2026-06-12
