cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
774067	3160	PARACODINA 2,4 mg/ml JARABE	Dihidrocodeína 2 mg/ml solución/suspensión oral	2 mg/ml	Frasco	125	ml	DIHIDROCODEINA BITARTRATO 2 mg	VÍA ORAL	JARABE	N02AA08 - Dihidrocodeina	TEOFARMA S.R.L.	0	0	0
805036	30982	TOSIDRIN 10 mg/ml GOTAS ORALES EN SOLUCION	Dihidrocodeína 10 mg/ml solución/suspensión gotas orales	10 mg/ml	Frasco	15	ml	DIHIDROCODEINA BITARTRATO 10 mg	VÍA ORAL	GOTAS ORALES EN SOLUCIÓN	N02AA08 - Dihidrocodeina	LABORATORIO DE APLICACIONES FARMACODINAMICAS S.A.	0	0	0
893263	30982	TOSIDRIN 10 mg/ml GOTAS ORALES EN SOLUCION	Dihidrocodeína 10 mg/ml solución/suspensión gotas orales	10 mg/ml	Frasco	30	ml	DIHIDROCODEINA BITARTRATO 10 mg	VÍA ORAL	GOTAS ORALES EN SOLUCIÓN	N02AA08 - Dihidrocodeina	LABORATORIO DE APLICACIONES FARMACODINAMICAS S.A.	0	0	0
