ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/11/686/001	EMEA/H/C/002073	150 mg/5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE)		14 tablets	Rasilamlo
EU/1/11/686/002	EMEA/H/C/002073	150 mg/5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE)		28 tablets	Rasilamlo
EU/1/11/686/003	EMEA/H/C/002073	150 mg/5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE)		30 tablets	Rasilamlo
EU/1/11/686/004	EMEA/H/C/002073	150 mg/5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE)		56 tablets	Rasilamlo
EU/1/11/686/005	EMEA/H/C/002073	150 mg/5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE)		90 tablets	Rasilamlo
EU/1/11/686/006	EMEA/H/C/002073	150 mg/5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE)		98 tablets	Rasilamlo
EU/1/11/686/007	EMEA/H/C/002073	150 mg/5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE)		56x1 tablets	Rasilamlo
EU/1/11/686/008	EMEA/H/C/002073	150 mg/5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE)		98 (2x49x1) tablets (multipack)	Rasilamlo
EU/1/11/686/009	EMEA/H/C/002073	150 mg/5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE)		280 (20x14) tablets (multipack)	Rasilamlo
EU/1/11/686/010	EMEA/H/C/002073	150 mg/5 mg	Film-coated tablet	Oral use	blister (PA/Alu/PVC)		14 tablets	Rasilamlo
EU/1/11/686/011	EMEA/H/C/002073	150 mg/5 mg	Film-coated tablet	Oral use	blister (PA/Alu/PVC)		28 tablets	Rasilamlo
EU/1/11/686/012	EMEA/H/C/002073	150 mg/5 mg	Film-coated tablet	Oral use	blister (PA/Alu/PVC)		56 tablets	Rasilamlo
EU/1/11/686/013	EMEA/H/C/002073	150 mg/5 mg	Film-coated tablet	Oral use	blister (PA/Alu/PVC)		98 (2x49) tablets (multipack)	Rasilamlo
EU/1/11/686/014	EMEA/H/C/002073	150 mg/5 mg	Film-coated tablet	Oral use	blister (PA/Alu/PVC)		280 (20x14) tablets (multipack)	Rasilamlo
EU/1/11/686/015	EMEA/H/C/002073	150 mg/10 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE)		14 tablets	Rasilamlo
EU/1/11/686/016	EMEA/H/C/002073	150 mg/10 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE)		28 tablets	Rasilamlo
EU/1/11/686/017	EMEA/H/C/002073	150 mg/10 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE)		30 tablets	Rasilamlo
EU/1/11/686/018	EMEA/H/C/002073	150 mg/10 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE)		56 tablets	Rasilamlo
EU/1/11/686/019	EMEA/H/C/002073	150 mg/10 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE)		90 tablets	Rasilamlo
EU/1/11/686/020	EMEA/H/C/002073	150 mg/10 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE)		98 tablets	Rasilamlo
